Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Ahri Meow,Leviathan [Primal],5893,306,0,0
2,Miyu Moon,Mateus [Crystal],4928,168,0,2
3,Pekora Meow,Leviathan [Primal],4870,509,0,0
4,Legendary Ash,Faerie [Aether],4798,204,0,0
5,Tomo Kote,Gilgamesh [Aether],4324,137,0,0
6,Uki Yo,Adamantoise [Aether],4215,338,0,0
7,Neo Dymium,Seraph [Dynamis],4199,519,0,0
8,Sylvie Chan,Brynhildr [Crystal],4017,121,0,2
9,Seto Mimyho,Behemoth [Primal],4008,224,0,0
10,Sparrow Hawk,Seraph [Dynamis],3964,353,0,1
11,Shion Valliere,Gilgamesh [Aether],3881,142,0,0
12,Crow Meow,Jenova [Aether],3833,109,0,0
13,Lucio Harundo,Leviathan [Primal],3773,631,0,1
14,Olivia Lugria,Sargatanas [Aether],3754,645,0,0
15,Fye Alanyk,Diabolos [Crystal],3714,621,0,1
16,Death Reaps,Balmung [Crystal],3625,642,0,0
17,Myu Meow,Leviathan [Primal],3573,271,0,0
18,Hrothmar Blackburns,Adamantoise [Aether],3439,908,0,4
19,Terro Beoulve,Coeurl [Crystal],3400,300,0,0
20,Dea Jae,Balmung [Crystal],3355,158,0,0
21,Akari Tsuki,Adamantoise [Aether],3326,135,0,0
22,Fulheart Grit,Balmung [Crystal],3322,305,0,0
23,Vestelle Sawyer,Gilgamesh [Aether],3280,92,0,0
24,Nero Cor,Cactuar [Aether],3277,918,0,0
25,Rae Rea,Adamantoise [Aether],3205,63,0,0
26,Onion Little,Zalera [Crystal],3189,195,0,0
27,Unagi Box,Cuchulainn [Dynamis],3187,505,0,0
28,Kahlil Immortalis,Diabolos [Crystal],3144,500,0,0
29,Emi Meow,Siren [Aether],3141,93,0,0
30,Sea Jae,Sargatanas [Aether],3138,103,0,0
31,Andros Meow,Leviathan [Primal],3110,128,0,0
32,Talon Sparda,Balmung [Crystal],3092,768,0,0
33,Mac Arena,Adamantoise [Aether],3086,57,0,0
34,Naomi Hakoma,Halicarnassus [Dynamis],3085,243,0,0
35,Shady Moon,Sargatanas [Aether],3072,100,0,0
36,Local-area Network,Cactuar [Aether],3070,105,0,0
37,Wonton Noodle,Faerie [Aether],3066,79,0,0
38,Bigg Succ,Coeurl [Crystal],3065,246,0,0
39,Chocolate Mint,Mateus [Crystal],3064,122,0,0
40,Justa Noob,Goblin [Crystal],3064,119,0,0
41,Ren Astray,Adamantoise [Aether],3061,86,0,0
42,Casey Jones,Halicarnassus [Dynamis],3058,152,0,0
43,Doomballoon Dapingus,Diabolos [Crystal],3055,233,0,0
44,Meteor Moon,Rafflesia [Dynamis],3055,154,0,0
45,Pinky Meow,Halicarnassus [Dynamis],3052,211,0,0
46,Vise Valencia,Coeurl [Crystal],3048,302,0,0
47,Ham Baga,Balmung [Crystal],3045,351,0,0
48,Artesia Saeyrs,Sargatanas [Aether],3040,134,0,0
49,Punished Meow,Ultros [Primal],3038,394,0,0
50,Gojo San,Jenova [Aether],3037,157,0,0
51,Suhr Zarek,Balmung [Crystal],3017,369,0,0
52,Coast Contra,Faerie [Aether],3016,270,0,0
53,La Bubu,Diabolos [Crystal],3013,347,0,0
54,Bisukito Neko,Zalera [Crystal],3011,412,0,0
55,Finch Curador,Leviathan [Primal],3010,122,0,0
56,Sanguinius Smolblood,Kraken [Dynamis],3007,387,0,11
57,Lord Prestor,Famfrit [Primal],3003,92,0,0
58,Lulu Meow,Seraph [Dynamis],3001,216,0,0
59,Kairi Rune,Hyperion [Primal],3000,155,0,0
60,Sabo Meow,Excalibur [Primal],2978,57,0,0
61,Jet Vermillion,Adamantoise [Aether],2968,104,0,0
62,Ryan Hoshiko,Lamia [Primal],2950,443,0,1
63,No Bee,Lamia [Primal],2897,471,0,0
64,Air Azure,Rafflesia [Dynamis],2875,217,0,14
65,Ash Ymir,Gilgamesh [Aether],2870,478,0,8
66,Nero K'ten,Lamia [Primal],2848,225,0,4
67,Celesse Archon,Midgardsormr [Aether],2843,211,0,0
68,Original Meow,Gilgamesh [Aether],2827,97,0,0
69,Merlin Emryss,Faerie [Aether],2826,376,0,5
70,Fain Doncel'aram,Jenova [Aether],2826,274,0,0
71,Im Dead,Balmung [Crystal],2809,155,0,0
72,Silanah Sylphrena,Faerie [Aether],2789,191,0,0
73,Joe Biden',Seraph [Dynamis],2757,104,0,4
74,Zeta Salazar,Midgardsormr [Aether],2706,166,0,8
75,Beokros Luden,Leviathan [Primal],2701,293,0,0
76,Barock Obama,Siren [Aether],2697,676,0,20
77,Koifucius Dao-master,Exodus [Primal],2695,111,0,0
78,Xiao Longbao,Excalibur [Primal],2588,1159,0,11
79,No Buts,Zalera [Crystal],2583,453,0,0
80,Kiki Valentina,Behemoth [Primal],2576,853,0,10
81,Raiden Meow,Halicarnassus [Dynamis],2543,161,0,0
82,P'roto Idola,Brynhildr [Crystal],2524,218,0,8
83,Marci Meow,Balmung [Crystal],2508,97,0,0
84,Mtn Boop,Brynhildr [Crystal],2507,56,0,0
