Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Ahri Meow,Leviathan [Primal],4471,196,0,13
2,Miyu Moon,Mateus [Crystal],3716,96,0,0
3,Death Reaps,Balmung [Crystal],3625,274,575,8
4,Crow Meow,Jenova [Aether],3532,105,0,0
5,Legendary Ash,Faerie [Aether],3477,107,0,4
6,Lucio Harundo,Leviathan [Primal],3451,207,217,5
7,Dea Jae,Balmung [Crystal],3355,149,287,8
8,Sparrow Hawk,Seraph [Dynamis],3342,254,0,10
9,Pekora Meow,Leviathan [Primal],3239,371,0,8
10,Seto Mimyho,Behemoth [Primal],3223,187,73,10
11,Fye Alanyk,Diabolos [Crystal],3096,375,0,0
12,Mac Arena,Adamantoise [Aether],3086,57,0,0
13,Justa Noob,Goblin [Crystal],3064,119,0,0
14,Uki Yo,Adamantoise [Aether],3060,250,0,0
15,Meteor Moon,Rafflesia [Dynamis],3055,154,0,0
16,Sea Jae,Sargatanas [Aether],3041,102,376,8
17,Artesia Saeyrs,Sargatanas [Aether],3040,134,0,0
18,Emi Meow,Siren [Aether],3040,90,0,0
19,Suhr Zarek,Balmung [Crystal],3017,369,221,3
20,Kairi Rune,Hyperion [Primal],3000,155,0,0
21,Chocolate Mint,Mateus [Crystal],2887,97,0,0
22,Original Meow,Gilgamesh [Aether],2827,97,0,0
23,Ham Baga,Balmung [Crystal],2687,178,0,4
24,Lulu Meow,Seraph [Dynamis],2671,142,0,0
25,Raiden Meow,Halicarnassus [Dynamis],2543,135,0,6
26,Sanguinius Smolblood,Kraken [Dynamis],2486,102,0,20
27,Beokros Luden,Leviathan [Primal],2421,98,0,2
28,Vestelle Sawyer,Gilgamesh [Aether],2399,71,0,10
29,Hrothmar Blackburns,Adamantoise [Aether],2309,427,0,30
30,Milly Mina,Cuchulainn [Dynamis],2281,94,0,3
31,Nero K'ten,Lamia [Primal],2276,79,0,6
32,Sylvie Chan,Brynhildr [Crystal],2266,44,0,0
33,Casey Jones,Halicarnassus [Dynamis],2261,84,201,16
34,Fortune Days,Zalera [Crystal],2128,92,0,0
35,Finch Curador,Leviathan [Primal],2109,107,420,18
36,Punished Cassandra,Ultros [Primal],2106,250,0,0
37,Zeta Salazar,Midgardsormr [Aether],2098,104,100,13
38,Kazz Roy,Balmung [Crystal],2097,119,0,0
39,Snowy Mi,Faerie [Aether],2097,77,0,0
40,Rachna's Kitten,Diabolos [Crystal],2090,159,911,27
41,Kasai Kage,Adamantoise [Aether],2089,180,0,0
42,Neo Dymium,Seraph [Dynamis],2086,293,0,14
