Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Queue Up,Ravana [Materia],★★★,42,0,0
2,Shiny Jirachi,Sophia [Materia],★★★,11,0,0
3,Raiosu Eucliffe,Ravana [Materia],★☆☆,40,0,0
4,Shiki Hime,Sophia [Materia],★☆☆,34,0,0
4,Sora Teppelin,Sophia [Materia],★☆☆,34,0,0
6,Nyanyanyanya Nyanyan,Ravana [Materia],★★★,29,0,0
7,Fatahh Wizardcat,Zurvan [Materia],★★☆,43,0,0
8,Ku Ku,Sophia [Materia],★☆☆,52,0,0
9,Master Zoknik,Zurvan [Materia],★★★,86,0,0
10,Enrei Mihata,Ravana [Materia],★★★,32,0,0
11,Syth Isi,Sephirot [Materia],★★★,31,0,0
12,Lil Wu,Ravana [Materia],★★☆,30,0,0
13,Unshao Theruun,Sephirot [Materia],★★★,28,0,0
14,Jiraiya Sannin,Ravana [Materia],★★☆,39,0,0
15,Chs Crane,Sophia [Materia],★☆☆,27,0,0
16,Ash Kitamura,Ravana [Materia],★★★,62,0,0
17,Boz Ulceros,Ravana [Materia],★★★,47,0,4
18,Aleksei Veldoch,Ravana [Materia],★★★,42,0,0
19,Noelle Frost,Zurvan [Materia],★★★,36,0,0
20,Twitch Pvpash,Sephirot [Materia],★★★,34,0,0
21,Disco Knees,Sophia [Materia],★★★,29,0,0
22,Seth Nier,Sophia [Materia],★★★,26,★1,4
23,Monkey Rat,Zurvan [Materia],★☆☆,68,0,0
24,Stupid Puzzle,Ravana [Materia],★☆☆,45,0,0
25,Stu Vermillion,Sephirot [Materia],★☆☆,34,0,0
26,Jena Kuwahara,Ravana [Materia],★★★,74,0,0
27,Scarlette Harlette,Sephirot [Materia],★★☆,58,0,3
28,Berogi Avarous,Sophia [Materia],★★☆,25,0,0
29,Han Liu,Ravana [Materia],★☆☆,74,0,0
30,Lion Lord,Ravana [Materia],★☆☆,42,0,0
31,Brian Ricardo,Sophia [Materia],★☆☆,18,0,0
32,Aislinn Rose,Ravana [Materia],★★★,48,0,0
33,Mars Bars,Sophia [Materia],★★★,38,★11,10
34,Izaray Wintergray,Sophia [Materia],★★★,31,0,0
35,Esperance Lightbound,Ravana [Materia],★★★,28,0,2
36,Nirki Yukumo,Zurvan [Materia],★★★,20,0,0
37,Neo Zee,Ravana [Materia],★★☆,38,0,0
38,Lillian Melikai,Ravana [Materia],★☆☆,32,0,0
39,Zervish Vanht,Ravana [Materia],★☆☆,23,0,0
40,Wierd Dude,Sephirot [Materia],★★☆,47,0,0
41,Sukoshi Ninjin,Sophia [Materia],★★☆,32,★8,6
42,Lupercal Aurelian,Ravana [Materia],★★☆,15,★7,7
43,Byakko Moon,Sephirot [Materia],★★☆,2,0,0
44,Aurum Blaiddyd,Sophia [Materia],★☆☆,13,0,0
45,Sebastian Michaelis,Sephirot [Materia],★★★,59,0,0
46,Clars Lester,Sephirot [Materia],★★★,51,0,0
47,Sana Miyata,Ravana [Materia],★★★,31,0,0
48,Birdy Lou,Sophia [Materia],★★★,29,0,0
49,J'mo H',Sephirot [Materia],★★★,13,0,0
50,Cwenhild Reid,Sophia [Materia],★★☆,24,0,0
51,Ranko Riselle,Sophia [Materia],★★☆,11,0,0
52,Vielle Drillemont,Ravana [Materia],★☆☆,58,0,0
53,Funeral Pyre,Zurvan [Materia],★☆☆,45,0,0
54,Juru'a Mihrulh,Zurvan [Materia],★☆☆,44,0,0
55,Coffee Lover,Sophia [Materia],★☆☆,32,★4,8
56,Anzac Fenrir,Ravana [Materia],★☆☆,31,★3,4
57,Eustace Madao,Ravana [Materia],★☆☆,22,0,1
58,Elto Malto,Zurvan [Materia],★☆☆,17,0,0
59,Peaceful Serenity,Sephirot [Materia],★☆☆,0,0,0
60,Simetras Sol,Ravana [Materia],★★★,99,0,8
61,Cucu Cucumber,Sophia [Materia],★★★,35,0,0
62,Persona Non-grata,Ravana [Materia],★★★,29,0,0
63,Kensuke Sugimori,Zurvan [Materia],★★★,27,★3,4
64,Frierens Feet,Bismarck [Materia],★★★,26,★1,7
65,C'ranmaia Lizha,Bismarck [Materia],★★★,18,0,0
66,Shiny Garchomp,Ravana [Materia],★★★,17,0,0
67,Minty Dew,Sephirot [Materia],★★☆,12,0,0
68,Pompitous Litchous,Sephirot [Materia],★★☆,10,0,0
69,Red Pocket,Zurvan [Materia],★★☆,1,0,0
70,Magnolia Moonsong,Ravana [Materia],★☆☆,19,0,0
71,Sil Vanht,Ravana [Materia],★☆☆,9,0,0
72,Tiny Sylvie,Ravana [Materia],★★★,36,0,6
73,Venase Tym,Sophia [Materia],★★★,18,0,0
74,Zero Alexander,Sophia [Materia],★★★,14,0,0
75,Temp Arie,Zurvan [Materia],★★★,13,0,0
76,Awayi Soleil,Zurvan [Materia],★★★,12,0,0
77,Swhe Swoo,Sephirot [Materia],★★★,9,0,0
78,Liachen Thrope,Sophia [Materia],★★☆,9,0,0
79,Goober Gooberm,Ravana [Materia],★☆☆,18,0,0
80,Athena' Aria,Ravana [Materia],★☆☆,6,0,0
81,Turuturu Mennmenn,Sephirot [Materia],★★★,19,0,0
82,Hotsingles Inyourarea,Sephirot [Materia],★★★,15,0,0
83,Makh'a Zruhn,Ravana [Materia],★★★,6,0,0
84,Ashmi Rae,Bismarck [Materia],★★★,5,0,0
85,Tiny Wrath,Zurvan [Materia],★★☆,15,0,0
86,Fio Vanetti,Ravana [Materia],★★☆,12,0,0
87,Ashe Elven,Ravana [Materia],★★☆,5,0,0
88,Vistra Vistra,Sophia [Materia],★★☆,4,0,0
89,Inconspicuous Miqo'te,Sophia [Materia],★☆☆,11,0,0
89,Zepherii Sui,Sophia [Materia],★☆☆,11,0,0
91,Aethon Shaan,Zurvan [Materia],★☆☆,9,0,0
92,Therise Yld'amore,Bismarck [Materia],★☆☆,7,0,0
93,Daeneris Stormborn,Zurvan [Materia],★☆☆,4,0,0
94,Samara Glazghotwyn,Sephirot [Materia],★☆☆,0,0,0
95,Jaliqai Bairon,Sophia [Materia],★★★,19,0,0
96,Lilith Sanguine,Sephirot [Materia],★★★,18,0,0
97,Nina Galbraith,Sophia [Materia],★★★,6,0,0
98,Valya Dream,Sophia [Materia],★★☆,11,0,4
99,Edea Lea,Ravana [Materia],★★☆,7,0,0
99,Ichijiro Yamada,Sephirot [Materia],★★☆,7,0,0
99,Juli Luminous,Sephirot [Materia],★★☆,7,0,0
