Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Esperance Lightbound,Ravana [Materia],★★★,31,0,0
2,Stu Vermillion,Sephirot [Materia],★★★,20,0,0
3,Unshao Theruun,Sephirot [Materia],★★★,19,0,0
4,Boz Ulceros,Ravana [Materia],★★★,7,0,0
5,Disco Knees,Sophia [Materia],★★★,5,0,0
6,Syth Isi,Sephirot [Materia],★★★,3,0,0
7,Monkey Rat,Zurvan [Materia],★★☆,18,0,0
8,Pj Silva,Sephirot [Materia],★☆☆,28,0,0
9,Nirki Yukumo,Zurvan [Materia],★☆☆,22,★3,6
10,Jackyyy L'empika,Sophia [Materia],★★☆,25,0,3
11,Byakko Moon,Sephirot [Materia],★★★,33,★1,9
12,Tira Misu,Ravana [Materia],★★★,26,0,0
13,Terack Tre,Ravana [Materia],★★★,23,★13,12
14,Chs Crane,Sophia [Materia],★★★,16,0,0
15,Lillian Melikai,Ravana [Materia],★★★,11,0,0
16,Twitch Pvpash,Sephirot [Materia],★☆☆,0,0,0
17,Estella Esmeray,Ravana [Materia],★★☆,37,0,3
18,Birdy Lou,Sophia [Materia],★★☆,16,0,1
19,Lio Ornedwesfv,Ravana [Materia],★☆☆,17,★9,6
19,Red Pocket,Zurvan [Materia],★☆☆,17,★5,7
21,Amun Montu,Sophia [Materia],★★★,24,0,0
22,Egg White,Ravana [Materia],★★★,20,0,0
23,Samara Glazghotwyn,Sephirot [Materia],★★★,9,0,0
24,Anzac Fenrir,Ravana [Materia],★★★,3,0,0
25,Eight Aliapoh,Ravana [Materia],★☆☆,29,0,1
26,Jena Kuwahara,Ravana [Materia],★☆☆,27,0,0
27,Funeral Pyre,Zurvan [Materia],★☆☆,24,★5,8
28,Eye Forty,Sephirot [Materia],★★★,19,0,0
29,Han Liu,Ravana [Materia],★★★,17,0,0
30,Skyous Cinderwing,Ravana [Materia],★★★,11,0,0
31,Juru'a Mihrulh,Zurvan [Materia],★★★,6,0,0
32,Nina Galbraith,Sophia [Materia],★★★,2,0,0
33,Mare'athyu Yyuvern,Ravana [Materia],★★☆,20,★6,10
34,Elto Malto,Zurvan [Materia],★★☆,6,0,0
35,Vert Noxx,Ravana [Materia],★☆☆,10,0,0
36,Katsu Tonkatsu,Sophia [Materia],★☆☆,9,0,0
37,Noelle Frost,Zurvan [Materia],★☆☆,4,0,0
38,Scarlette Harlette,Sephirot [Materia],★★★,41,★7,10
39,Argyl Emmerich,Ravana [Materia],★★★,18,0,0
40,Koh'a Moh'ka,Sephirot [Materia],★★★,9,0,0
41,Yospina Jenkins,Sephirot [Materia],★★★,8,0,0
42,Lupercal Aurelian,Ravana [Materia],★★★,5,0,0
42,Sean Cody,Sophia [Materia],★★★,5,★2,5
44,Persona Non-grata,Ravana [Materia],★★☆,16,★7,7
45,Sukoshi Ninjin,Sophia [Materia],★★☆,10,0,0
46,Muirgein Gaoithe,Zurvan [Materia],★★☆,9,0,0
47,Zervish Vanht,Ravana [Materia],★★☆,8,0,0
48,Coffee Lover,Sophia [Materia],★☆☆,25,★2,12
49,Aleksei Veldoch,Ravana [Materia],★☆☆,18,0,0
50,Big Gold,Sephirot [Materia],★☆☆,13,0,0
51,Arkticon Stormrider,Bismarck [Materia],★☆☆,11,0,0
52,Freya Reinhardt,Ravana [Materia],★☆☆,7,★6,3
52,Jack Aoi,Ravana [Materia],★☆☆,7,0,0
54,Jaliqai Bairon,Sophia [Materia],★★★,9,★4,6
55,Alice Hexington,Sephirot [Materia],★★☆,20,0,0
56,Daeneris Stormborn,Zurvan [Materia],★★☆,8,0,0
56,Draya Zakura,Ravana [Materia],★★☆,8,★2,2
56,Kyu Yasuhiko,Ravana [Materia],★★☆,8,0,2
59,Sil Vanht,Ravana [Materia],★★☆,3,0,0
60,Stupid Puzzle,Ravana [Materia],★☆☆,34,0,0
61,Pompitous Litchous,Sephirot [Materia],★☆☆,11,0,0
62,Ghost Cactus,Sophia [Materia],★☆☆,4,0,0
63,Cwenhild Reid,Sophia [Materia],★★★,10,0,3
64,Sana Miyata,Ravana [Materia],★★★,7,0,0
65,Dusk Himmel,Ravana [Materia],★★★,6,★2,1
65,Pollux Renault,Sophia [Materia],★★★,6,0,0
65,Tasty Yoo,Sophia [Materia],★★★,6,0,0
68,Istole Yourhat,Ravana [Materia],★★☆,6,0,0
69,Mizuri Raindancer,Ravana [Materia],★★☆,5,0,0
70,Makh'a Zruhn,Ravana [Materia],★★☆,3,0,0
70,Nor Xyz,Zurvan [Materia],★★☆,3,0,0
72,Chupa King,Zurvan [Materia],★☆☆,20,0,0
73,Ner Ez,Ravana [Materia],★☆☆,11,0,0
74,Chip Pen,Bismarck [Materia],★☆☆,10,0,0
74,Sebastian Michaelis,Sephirot [Materia],★☆☆,10,0,0
74,Zorara Copius,Sephirot [Materia],★☆☆,10,0,4
77,Eustace Madao,Ravana [Materia],★☆☆,9,0,0
78,Temp Asteria,Zurvan [Materia],★☆☆,7,0,0
78,Valya Dream,Sophia [Materia],★☆☆,7,★2,2
80,Clars Lester,Sephirot [Materia],★☆☆,5,0,3
81,Aurora Montoya,Ravana [Materia],★☆☆,3,0,0
81,Kat Lyn,Zurvan [Materia],★☆☆,3,0,0
83,Berogi Avarous,Sophia [Materia],★☆☆,1,0,0
84,Zay Zay,Ravana [Materia],★★★,8,0,0
85,Astoria Einar,Sophia [Materia],★★★,5,0,0
86,Ayura Ginwa,Sephirot [Materia],★★★,4,0,0
86,Tiny Popoto,Sophia [Materia],★★★,4,0,0
88,Fokus Galantryus,Sophia [Materia],★★★,2,0,0
88,Icaryx Apollus,Ravana [Materia],★★★,2,0,0
88,Leo Kazayama,Sophia [Materia],★★★,2,0,0
88,Mizuki Murasaki,Bismarck [Materia],★★★,2,0,0
92,Xuen Huolon,Sophia [Materia],★★☆,9,★1,4
93,Cucu Cucumber,Sophia [Materia],★★☆,7,0,0
94,Rorqual Kasa,Sophia [Materia],★★☆,5,0,0
95,Ban Kai,Sephirot [Materia],★★☆,3,0,0
95,Chai Erion,Ravana [Materia],★★☆,3,0,0
