Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Sora Teppelin,Sophia [Materia],★☆☆,28,★12,14
2,Chs Crane,Sophia [Materia],★☆☆,25,0,0
3,Extra Mage,Ravana [Materia],★☆☆,13,★22,11
4,Ku Ku,Sophia [Materia],★★★,25,0,0
5,Boz Ulceros,Ravana [Materia],★★★,20,★6,6
5,Fatahh Wizardcat,Zurvan [Materia],★★★,20,★2,1
7,Enrei Mihata,Ravana [Materia],★★★,11,0,0
8,Master Zoknik,Zurvan [Materia],★★☆,62,0,18
9,Stu Vermillion,Sephirot [Materia],★☆☆,21,0,10
10,Syth Isi,Sephirot [Materia],★★★,17,0,0
11,Shiki Hime,Sophia [Materia],★★★,15,0,0
12,Jiraiya Sannin,Ravana [Materia],★★☆,26,★9,11
13,Izaray Wintergray,Sophia [Materia],★★★,29,★11,10
14,Disco Knees,Sophia [Materia],★★★,15,0,1
15,Jena Kuwahara,Ravana [Materia],★☆☆,29,★2,9
16,Aislinn Rose,Ravana [Materia],★★★,21,★2,6
17,Han Liu,Ravana [Materia],★★☆,30,0,0
18,Lillian Melikai,Ravana [Materia],★★☆,18,★3,2
19,Lil Wu,Ravana [Materia],★★☆,5,0,0
20,Byakko Moon,Sephirot [Materia],★★☆,2,0,0
21,Unshao Theruun,Sephirot [Materia],★☆☆,9,★1,3
22,Nirki Yukumo,Zurvan [Materia],★☆☆,6,0,0
23,Stupid Puzzle,Ravana [Materia],★★★,32,★14,24
24,Sana Miyata,Ravana [Materia],★★★,25,0,0
25,Lion Lord,Ravana [Materia],★★★,22,0,0
26,Scarlette Harlette,Sephirot [Materia],★★☆,33,★5,4
27,Cwenhild Reid,Sophia [Materia],★★☆,20,0,1
28,Raiosu Eucliffe,Ravana [Materia],★★☆,11,0,0
29,Sebastian Michaelis,Sephirot [Materia],★★★,31,0,6
30,Monkey Rat,Zurvan [Materia],★★★,27,★10,20
31,Vielle Drillemont,Ravana [Materia],★★★,23,0,0
32,Eustace Madao,Ravana [Materia],★★★,15,★5,4
33,Funeral Pyre,Zurvan [Materia],★★☆,27,0,0
34,Twitch Pvpash,Ravana [Materia],★★☆,14,0,0
35,Pompitous Litchous,Sephirot [Materia],★★☆,10,0,0
36,Esperance Lightbound,Ravana [Materia],★★☆,9,0,1
37,Red Pocket,Zurvan [Materia],★★☆,1,0,0
38,Magnolia Moonsong,Ravana [Materia],★☆☆,15,0,0
39,Berogi Avarous,Sophia [Materia],★☆☆,11,0,0
40,Brian Ricardo,Sophia [Materia],★☆☆,8,0,0
41,Simetras Sol,Ravana [Materia],★★★,43,0,2
42,Birdy Lou,Sophia [Materia],★★★,19,★5,6
43,Venase Tym,Sophia [Materia],★★★,18,0,0
44,Anzac Fenrir,Ravana [Materia],★★★,17,0,3
45,Zero Alexander,Sophia [Materia],★★★,14,★2,4
46,Aleksei Veldoch,Ravana [Materia],★★☆,13,0,0
47,Elto Malto,Zurvan [Materia],★★☆,6,★1,2
48,Minty Dew,Sephirot [Materia],★☆☆,10,★3,8
49,C'ranmaia Lizha,Bismarck [Materia],★☆☆,8,0,0
50,Athena' Aria,Ravana [Materia],★☆☆,6,0,0
51,Sukoshi Ninjin,Sophia [Materia],★★★,16,0,0
52,Ashmi Rae,Bismarck [Materia],★★★,5,★6,3
53,Tiny Wrath,Zurvan [Materia],★★☆,15,0,0
54,Ashe Elven,Ravana [Materia],★★☆,5,0,0
55,Vistra Vistra,Sophia [Materia],★★☆,4,0,0
56,Seth Nier,Sophia [Materia],★★☆,1,0,0
57,Clars Lester,Sephirot [Materia],★☆☆,19,0,5
58,Wierd Dude,Sephirot [Materia],★☆☆,16,0,0
59,Juru'a Mihrulh,Zurvan [Materia],★☆☆,14,★1,3
60,Goober Gooberm,Ravana [Materia],★☆☆,12,0,0
61,Inconspicuous Miqo'te,Sophia [Materia],★☆☆,11,★3,3
61,Zepherii Sui,Sophia [Materia],★☆☆,11,0,0
63,Ash Kitamura,Ravana [Materia],★☆☆,8,★8,6
64,Aethon Shaan,Zurvan [Materia],★☆☆,7,★6,3
64,Therise Yld'amore,Bismarck [Materia],★☆☆,7,0,0
66,J'mo H',Sephirot [Materia],★☆☆,4,0,0
67,Jaliqai Bairon,Sophia [Materia],★★★,19,0,0
68,Persona Non-grata,Ravana [Materia],★★★,14,★4,9
69,Coffee Lover,Sophia [Materia],★★☆,11,0,0
70,Valya Dream,Sophia [Materia],★★☆,7,0,0
71,Shiny Garchomp,Ravana [Materia],★★☆,6,0,0
72,Lupercal Aurelian,Ravana [Materia],★★☆,3,0,0
73,Kaira Aeorma,Ravana [Materia],★☆☆,12,0,0
74,Rorqual Kasa,Sophia [Materia],★☆☆,8,0,4
74,Syrill Aspen,Sephirot [Materia],★☆☆,8,0,0
76,Neo Zee,Ravana [Materia],★☆☆,7,★3,3
77,Chi's Keki,Sephirot [Materia],★☆☆,5,0,0
78,Cummy Mummy,Bismarck [Materia],★☆☆,3,0,0
79,Raspi Ra,Ravana [Materia],★★★,12,0,4
80,Lilith Sanguine,Sephirot [Materia],★★★,8,★5,7
81,Zora Mochi,Ravana [Materia],★★★,7,★2,7
82,Arkticon Stormrider,Bismarck [Materia],★★★,5,0,0
83,Hotsingles Inyourarea,Sephirot [Materia],★★★,4,0,0
84,Gutz Redmane,Sophia [Materia],★★★,3,0,0
85,Claire Warr,Ravana [Materia],★★★,2,0,0
85,Daeneris Stormborn,Zurvan [Materia],★★★,2,0,0
85,Rue Osmund,Sophia [Materia],★★★,2,0,0
88,Seda Ugund,Ravana [Materia],★★☆,9,0,0
89,Genesis Kinneas,Sephirot [Materia],★★☆,7,0,0
89,Kiri Toma,Ravana [Materia],★★☆,7,0,0
91,Sarnai Nazarov,Bismarck [Materia],★★☆,5,★2,5
91,Talan Viator,Zurvan [Materia],★★☆,5,0,0
93,Kigga Quah,Ravana [Materia],★★☆,2,0,0
93,Kiren Exilia,Sephirot [Materia],★★☆,2,0,0
95,Pollux Renault,Sophia [Materia],★★☆,1,0,0
96,Astoria Einar,Sophia [Materia],★☆☆,5,0,2
96,Nyx Pyra,Bismarck [Materia],★☆☆,5,0,0
98,Chayde Lavitori,Ravana [Materia],★☆☆,4,0,0
98,Kensuke Sugimori,Zurvan [Materia],★☆☆,4,0,0
98,Krispy Morningwood,Bismarck [Materia],★☆☆,4,★2,2
98,Ta Mang,Ravana [Materia],★☆☆,4,0,0
