Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Ash Kitamura,Ravana [Materia],★☆☆,81,★9,12
2,Enrei Mihata,Ravana [Materia],★☆☆,37,0,0
3,Fatahh Wizardcat,Zurvan [Materia],★★★,52,★2,4
4,Queue Up,Ravana [Materia],★★★,42,0,0
5,Shiki Hime,Sophia [Materia],★★★,39,0,0
6,Sora Teppelin,Sophia [Materia],★★★,35,★2,1
7,Shiny Jirachi,Sophia [Materia],★★★,11,0,0
8,Raiosu Eucliffe,Ravana [Materia],★☆☆,53,0,8
9,Nyanyanyanya Nyanyan,Ravana [Materia],★★★,29,0,0
10,Ku Ku,Sophia [Materia],★☆☆,52,0,0
11,Master Zoknik,Zurvan [Materia],★★★,88,0,2
12,Jiraiya Sannin,Ravana [Materia],★★★,45,★4,4
13,Esperance Lightbound,Ravana [Materia],★★★,40,★3,3
14,Syth Isi,Sephirot [Materia],★★★,31,0,0
15,Lil Wu,Ravana [Materia],★★☆,38,0,5
16,Monkey Rat,Zurvan [Materia],★★★,75,★5,7
17,Unshao Theruun,Sephirot [Materia],★★★,28,0,0
18,Aleksei Veldoch,Ravana [Materia],★★☆,47,0,0
19,Noelle Frost,Zurvan [Materia],★★☆,40,★2,4
20,Mars Bars,Sophia [Materia],★☆☆,49,★7,11
21,Chs Crane,Sophia [Materia],★☆☆,30,0,0
22,Boz Ulceros,Ravana [Materia],★★★,61,0,11
23,Twitch Pvpash,Sephirot [Materia],★★★,34,0,0
24,Disco Knees,Sophia [Materia],★★★,33,0,3
25,Seth Nier,Sophia [Materia],★★★,26,0,0
26,Stupid Puzzle,Ravana [Materia],★☆☆,45,0,0
27,Stu Vermillion,Sephirot [Materia],★☆☆,34,0,0
28,Jena Kuwahara,Ravana [Materia],★★★,74,0,0
29,Izaray Wintergray,Sophia [Materia],★★★,36,★3,5
30,Noah Marlowe,Ravana [Materia],★★★,15,0,0
31,Scarlette Harlette,Sephirot [Materia],★★☆,58,0,0
32,Berogi Avarous,Sophia [Materia],★★☆,25,0,0
33,Han Liu,Ravana [Materia],★☆☆,74,0,0
34,Lion Lord,Ravana [Materia],★☆☆,42,0,0
35,Brian Ricardo,Sophia [Materia],★☆☆,18,0,0
36,Aislinn Rose,Ravana [Materia],★★★,52,0,4
37,Nirki Yukumo,Zurvan [Materia],★★★,20,0,0
38,Neo Zee,Ravana [Materia],★★☆,38,0,0
39,Lupercal Aurelian,Ravana [Materia],★★☆,20,★3,5
40,Lillian Melikai,Ravana [Materia],★☆☆,39,0,7
41,Zervish Vanht,Ravana [Materia],★☆☆,23,0,0
42,Simetras Sol,Ravana [Materia],★★☆,108,★5,9
43,Wierd Dude,Sephirot [Materia],★★☆,54,0,7
44,Sukoshi Ninjin,Sophia [Materia],★★☆,32,0,0
45,Byakko Moon,Sephirot [Materia],★★☆,2,0,0
46,Aurum Blaiddyd,Sophia [Materia],★☆☆,13,0,0
47,Sebastian Michaelis,Sephirot [Materia],★★★,59,0,0
48,Clars Lester,Sephirot [Materia],★★★,54,0,3
49,Sana Miyata,Ravana [Materia],★★★,31,0,0
50,Birdy Lou,Sophia [Materia],★★★,29,0,0
51,J'mo H',Sephirot [Materia],★★★,13,0,0
52,Cwenhild Reid,Sophia [Materia],★★☆,24,0,0
53,Ranko Riselle,Sophia [Materia],★★☆,11,0,0
54,Vielle Drillemont,Ravana [Materia],★☆☆,58,0,0
55,Juru'a Mihrulh,Zurvan [Materia],★☆☆,53,0,9
56,Funeral Pyre,Zurvan [Materia],★☆☆,45,0,0
57,Coffee Lover,Sophia [Materia],★☆☆,32,0,0
58,Anzac Fenrir,Ravana [Materia],★☆☆,31,0,0
59,Kensuke Sugimori,Zurvan [Materia],★☆☆,29,★1,2
60,Eustace Madao,Ravana [Materia],★☆☆,22,0,0
61,Elto Malto,Zurvan [Materia],★☆☆,17,0,0
62,Peaceful Serenity,Sephirot [Materia],★☆☆,0,0,0
63,Cucu Cucumber,Sophia [Materia],★★★,40,0,5
64,Frierens Feet,Bismarck [Materia],★★★,29,0,3
64,Persona Non-grata,Ravana [Materia],★★★,29,0,0
66,C'ranmaia Lizha,Bismarck [Materia],★★★,18,0,0
67,Shiny Garchomp,Ravana [Materia],★★★,17,0,0
68,Minty Dew,Sephirot [Materia],★★☆,12,0,0
69,Pompitous Litchous,Sephirot [Materia],★★☆,10,0,0
70,Red Pocket,Zurvan [Materia],★★☆,1,0,0
71,Magnolia Moonsong,Ravana [Materia],★☆☆,19,0,0
72,Sil Vanht,Ravana [Materia],★☆☆,9,0,0
73,Re- G',Sophia [Materia],★☆☆,0,0,0
74,Tiny Seda,Ravana [Materia],★★★,36,0,0
75,Venase Tym,Sophia [Materia],★★★,18,0,0
76,Zero Alexander,Sophia [Materia],★★★,14,0,0
77,Temp Arie,Zurvan [Materia],★★★,13,0,0
78,Awayi Soleil,Zurvan [Materia],★★★,12,0,0
79,Swhe Swoo,Sephirot [Materia],★★★,9,0,0
80,Liachen Thrope,Sophia [Materia],★★☆,9,0,0
81,Goober Gooberm,Ravana [Materia],★☆☆,18,0,0
82,Athena' Aria,Ravana [Materia],★☆☆,6,0,0
83,Turuturu Mennmenn,Sephirot [Materia],★★★,19,0,0
84,Hotsingles Inyourarea,Sephirot [Materia],★★★,15,0,0
85,Makh'a Zruhn,Ravana [Materia],★★★,6,0,0
85,Pollux Renault,Sophia [Materia],★★★,6,★4,2
87,Ashmi Rae,Bismarck [Materia],★★★,5,0,0
88,Tiny Wrath,Zurvan [Materia],★★☆,21,0,6
89,Fio Vanetti,Ravana [Materia],★★☆,12,0,0
90,Ashe Elven,Ravana [Materia],★★☆,5,0,0
91,Vistra Vistra,Sophia [Materia],★★☆,4,0,0
92,Inconspicuous Miqo'te,Sophia [Materia],★☆☆,11,0,0
92,Zepherii Sui,Sophia [Materia],★☆☆,11,0,0
94,Aethon Shaan,Zurvan [Materia],★☆☆,9,0,0
95,Therise Yld'amore,Bismarck [Materia],★☆☆,7,0,0
96,Daeneris Stormborn,Zurvan [Materia],★☆☆,4,0,0
97,Samara Glazghotwyn,Sephirot [Materia],★☆☆,0,0,0
98,Jaliqai Bairon,Sophia [Materia],★★★,19,0,0
99,Lilith Sanguine,Sephirot [Materia],★★★,18,0,0
100,Nina Galbraith,Sophia [Materia],★★★,9,0,3
