Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Stu Vermillion,Sephirot [Materia],★☆☆,9,0,0
2,Fatahh Wizardcat,Zurvan [Materia],★★☆,18,0,0
3,Ku Ku,Sophia [Materia],★★★,18,0,0
4,Chs Crane,Sophia [Materia],★★☆,8,0,0
5,Byakko Moon,Sephirot [Materia],★★☆,2,0,0
6,Disco Knees,Sophia [Materia],★☆☆,7,0,0
7,Unshao Theruun,Sephirot [Materia],★★★,6,0,0
8,Boz Ulceros,Ravana [Materia],★★★,4,0,0
9,Sana Miyata,Ravana [Materia],★★☆,14,0,0
10,Jena Kuwahara,Ravana [Materia],★★☆,5,0,0
11,Master Zoknik,Zurvan [Materia],★☆☆,14,0,0
12,Lillian Melikai,Ravana [Materia],★★★,9,0,0
13,Cwenhild Reid,Sophia [Materia],★★★,5,0,0
14,Jiraiya Sannin,Ravana [Materia],★★★,4,0,0
15,Pompitous Litchous,Sephirot [Materia],★★☆,10,0,0
16,Twitch Pvpash,Ravana [Materia],★★☆,7,0,0
17,Han Liu,Ravana [Materia],★☆☆,9,0,0
18,Brian Ricardo,Sophia [Materia],★☆☆,8,0,0
19,C'ranmaia Lizha,Bismarck [Materia],★☆☆,8,0,0
20,Simetras Sol,Ravana [Materia],★★★,16,0,0
21,Sebastian Michaelis,Sephirot [Materia],★★☆,12,0,0
22,Magnolia Moonsong,Ravana [Materia],★★☆,10,0,0
23,Goober Gooberm,Ravana [Materia],★☆☆,12,0,0
24,Funeral Pyre,Zurvan [Materia],★★★,11,0,0
25,Qu Poh,Ravana [Materia],★★★,6,0,0
26,Zero Alexander,Sophia [Materia],★★★,4,0,0
27,Monkey Rat,Zurvan [Materia],★★☆,7,0,0
28,Scarlette Harlette,Sephirot [Materia],★☆☆,9,0,0
29,Eustace Madao,Ravana [Materia],★☆☆,7,0,0
29,Jaliqai Bairon,Sophia [Materia],★☆☆,7,0,0
31,Inconspicuous Miqo'te,Sophia [Materia],★☆☆,6,0,0
31,Juru'a Mihrulh,Zurvan [Materia],★☆☆,6,0,0
33,Rorqual Kasa,Sophia [Materia],★☆☆,4,0,0
34,Birdy Lou,Sophia [Materia],★☆☆,0,0,0
35,Arkticon Stormrider,Bismarck [Materia],★★★,5,0,0
36,Hotsingles Inyourarea,Sephirot [Materia],★★★,4,0,0
37,Ashmi Rae,Bismarck [Materia],★★★,2,0,0
37,Lupercal Aurelian,Ravana [Materia],★★★,2,0,0
39,Tiny Wrath,Zurvan [Materia],★★☆,4,0,0
40,Kigga Quah,Ravana [Materia],★★☆,2,0,0
40,Kiren Exilia,Sephirot [Materia],★★☆,2,0,0
40,Zepherii Sui,Sophia [Materia],★★☆,2,0,0
43,Clars Lester,Sephirot [Materia],★☆☆,4,0,0
44,Astoria Einar,Sophia [Materia],★☆☆,3,0,0
45,Seda Bellveil,Ravana [Materia],★☆☆,2,0,0
46,Diana Qya,Sephirot [Materia],★☆☆,0,0,0
46,Zora Mochi,Ravana [Materia],★☆☆,0,0,0
48,Sarnai Nazarov,Bismarck [Materia],☆☆☆,0,0,0
49,Edea Lea,Ravana [Materia],★★★,3,0,0
50,Phar Lap,Ravana [Materia],★★★,0,0,0
51,Aethon Shaan,Zurvan [Materia],★☆☆,1,0,0
51,Aka Oni,Sephirot [Materia],★☆☆,1,0,0
51,Dalia Orlanda,Ravana [Materia],★☆☆,1,0,0
54,Aisha Nyx,Sophia [Materia],☆☆☆,0,0,0
54,Aoi Hallan,Ravana [Materia],☆☆☆,0,0,0
54,Lilith Sanguine,Sephirot [Materia],☆☆☆,0,0,0
