Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Tur Vi,Ixion [Mana],4763,134,0,0
2,Extra Mage,Garuda [Elemental],4632,216,0,0
3,Nicku Nicku,Tonberry [Elemental],4281,323,0,5
4,Kite Free,Kujata [Elemental],4176,95,501,12
5,Uki Yo,Masamune [Mana],4105,126,0,0
6,Vivi Ann,Kujata [Elemental],4089,174,0,0
7,Accelerator Xiv,Masamune [Mana],4080,455,0,0
8,Merry Scrald,Belias [Meteor],4021,142,0,0
9,Erebus Nocturne,Mandragora [Meteor],4008,57,0,0
10,Shien Tia,Ixion [Mana],3943,100,0,0
11,Shiki Hime,Kujata [Elemental],3843,134,0,0
12,Falaris Whitemoon,Carbuncle [Elemental],3826,423,0,12
13,Envy Lua,Valefor [Meteor],3732,202,293,12
14,Lucy Lumi,Alexander [Gaia],3698,253,0,0
15,Aizen Sosuke,Asura [Mana],3696,159,0,2
16,Ichi Nose,Anima [Mana],3671,184,119,13
17,Lukina Sirobara,Pandaemonium [Mana],3666,195,199,4
18,Hatozo Ito,Typhon [Elemental],3624,143,0,0
19,Hateful Past,Asura [Mana],3608,261,0,4
20,Makina Belg,Belias [Meteor],3603,236,0,0
21,Suteiki Niku,Ixion [Mana],3596,292,0,5
22,Tomomomo Momomo,Ramuh [Meteor],3563,207,99,2
23,Bakeke Bake,Asura [Mana],3531,268,0,4
24,Grey Book,Alexander [Gaia],3530,123,0,0
25,Yurugi Koyurugi,Belias [Meteor],3528,110,0,0
26,Kyna Hollowmere,Ultima [Gaia],3524,136,96,13
27,Paker Zuka,Bahamut [Gaia],3523,87,2,2
28,Lazulim Langheim,Ultima [Gaia],3518,543,0,15
29,Djinn Piston,Durandal [Gaia],3488,100,0,0
30,Akatuki Re,Carbuncle [Elemental],3483,183,0,2
31,Kim Shin,Masamune [Mana],3478,85,0,0
32,Inori Chan,Asura [Mana],3458,61,0,5
33,Hyunsik Lee,Typhon [Elemental],3430,371,587,28
34,Sura Imo,Shinryu [Meteor],3372,117,0,0
35,Hase Schwarzer,Ifrit [Gaia],3353,256,0,3
36,Tilt Woman,Pandaemonium [Mana],3288,212,0,0
37,Ciel Cocco,Anima [Mana],3254,258,0,0
38,Nao Fu,Shinryu [Meteor],3227,210,0,0
39,Okome Justice,Durandal [Gaia],3212,81,0,0
40,Shining Star,Typhon [Elemental],3210,325,0,4
41,Konegai Konegai,Masamune [Mana],3202,351,0,0
42,Pu Chan,Durandal [Gaia],3170,70,0,0
43,Yoruki Hiroran,Typhon [Elemental],3143,109,0,0
44,Hikaru Amanogawa,Unicorn [Meteor],3101,125,0,0
45,Nighty Night,Ridill [Gaia],3097,141,0,2
46,Tina Milu,Asura [Mana],3084,135,0,0
47,Corvus Gradior,Titan [Mana],3083,129,0,8
48,Aries San,Tiamat [Gaia],3083,108,0,0
49,Seraki Matsushima,Ixion [Mana],3079,77,0,0
50,Furanzeska Sumeragi,Tonberry [Elemental],3070,230,0,7
51,Big Non,Belias [Meteor],3063,47,0,0
52,Jay Eins,Chocobo [Mana],3033,114,0,0
53,Kappi Scarlet,Asura [Mana],3032,212,0,3
54,Tsuchi Tsuki,Bahamut [Gaia],3015,179,0,3
55,Laru Gucchi,Durandal [Gaia],2982,150,0,0
56,San Sowa,Ridill [Gaia],2980,380,295,11
57,Hibari Yatsurugi,Masamune [Mana],2968,180,0,0
58,Pipi Rupipi,Ridill [Gaia],2954,295,0,13
59,Fennel Earltea,Typhon [Elemental],2926,225,0,2
60,Xignas Schwalbe,Anima [Mana],2903,201,99,1
61,Yumichin Nekoangel,Chocobo [Mana],2901,87,0,0
62,Mio Youmu,Ixion [Mana],2893,256,0,0
63,Tamago Crab,Chocobo [Mana],2879,206,0,4
64,Firo Sknaht,Bahamut [Gaia],2878,101,0,0
65,Kageto Magatsuki,Ultima [Gaia],2869,152,0,3
66,Kuno Cadenzavnaeve,Ifrit [Gaia],2859,86,0,0
67,Tam Sin,Ultima [Gaia],2851,191,0,0
68,Hana'ni Narou,Bahamut [Gaia],2821,275,400,8
69,Tirumu Pirumu,Anima [Mana],2804,124,393,4
70,Zwei Kreuz,Bahamut [Gaia],2801,128,99,5
71,Miqo Myers,Tonberry [Elemental],2786,54,0,0
72,Aldebaran Pleiades,Ridill [Gaia],2774,143,0,0
73,Robs Wiz,Aegis [Elemental],2770,348,0,0
74,Rex Cold,Bahamut [Gaia],2767,99,98,19
75,Desire Drive,Yojimbo [Meteor],2766,43,0,0
76,Nemuko Makura,Durandal [Gaia],2763,59,0,5
77,Rip Rill,Gungnir [Elemental],2761,289,0,7
78,Maje Ma,Fenrir [Gaia],2760,198,0,7
79,Sead Slendisch,Asura [Mana],2751,220,0,10
80,Bug Cut,Alexander [Gaia],2750,250,0,0
81,Barca Campnou,Bahamut [Gaia],2732,212,0,7
82,Rein Asshe,Ultima [Gaia],2710,87,0,0
83,Tsuki Umi,Aegis [Elemental],2697,51,399,7
84,Deisia Touna,Mandragora [Meteor],2679,171,0,0
85,Rain Altairis,Anima [Mana],2668,169,0,0
86,Lancer Yan,Fenrir [Gaia],2668,92,0,0
87,Emil Sarasun,Asura [Mana],2665,56,98,2
88,Esperante Shock,Belias [Meteor],2663,98,0,0
89,El' Sha,Asura [Mana],2659,61,0,0
90,Black' Cat,Ifrit [Gaia],2653,74,0,3
91,Cueina Uumi,Titan [Mana],2637,176,0,0
92,Noin Kurial,Asura [Mana],2625,104,0,0
93,Aman Kaharmine,Belias [Meteor],2608,189,193,2
94,Re Ze,Shinryu [Meteor],2603,153,0,6
95,Myomyo Russel,Durandal [Gaia],2598,70,0,0
96,Yuri Lozephilia,Belias [Meteor],2592,201,0,12
97,Miyu Moon,Yojimbo [Meteor],2586,51,0,0
98,Nacreous Snowmelt,Asura [Mana],2582,78,0,0
99,Areadbhair Werdna,Bahamut [Gaia],2580,74,0,3
100,Wuruwuru Yaya,Asura [Mana],2564,169,0,0
101,Soujirou Seta,Tonberry [Elemental],2560,277,0,0
102,Shiman Chu,Yojimbo [Meteor],2556,214,0,2
103,Alc Luv,Ixion [Mana],2554,124,0,3
104,Yunaneko Supira,Ultima [Gaia],2547,183,76,2
105,Notttz Imbrium,Titan [Mana],2537,185,0,0
106,Flame Lieutenant,Carbuncle [Elemental],2509,304,0,0
107,Punsuko Rageborn,Titan [Mana],2508,91,0,0
108,Ririca Rica,Valefor [Meteor],2504,81,200,3
109,Yuki Yui,Ultima [Gaia],2498,260,0,0
110,Lain Wired,Chocobo [Mana],2495,368,0,2
111,Footy Chickenwings,Titan [Mana],2492,577,0,0
112,Mio Akiyama,Typhon [Elemental],2491,63,0,0
113,Eve Dyspnea,Atomos [Elemental],2484,172,0,0
114,Miti Mg,Fenrir [Gaia],2479,106,0,8
115,Eke Davis,Anima [Mana],2478,250,0,0
116,Ren Chamx,Chocobo [Mana],2469,252,0,0
117,Hakuto Leonard,Alexander [Gaia],2466,153,0,2
118,Mialulu Sabotage,Tiamat [Gaia],2457,117,0,0
119,Aeritte Ravel,Carbuncle [Elemental],2455,305,0,0
120,Kaede Felis,Typhon [Elemental],2439,149,0,5
121,Ponpo Pon,Hades [Mana],2436,114,0,0
122,Wally Deluaki,Hades [Mana],2422,214,0,1
123,Lan Dame-celot,Ifrit [Gaia],2415,117,0,0
124,Oriental Art,Chocobo [Mana],2408,204,0,0
125,Taroe Kobuta,Kujata [Elemental],2399,102,294,7
126,Rip Ecosteam,Belias [Meteor],2394,124,0,0
127,Nono Chip,Masamune [Mana],2394,105,0,0
128,Fizz Delight,Durandal [Gaia],2390,179,0,0
129,Luna Snowy,Zeromus [Meteor],2389,159,0,0
130,Ajika Rajika,Tiamat [Gaia],2377,71,0,0
131,Yan Yan,Alexander [Gaia],2373,269,0,1
132,Fukino- Tou,Atomos [Elemental],2373,233,387,8
133,Stardust Emilia,Hades [Mana],2368,302,0,19
134,Zumu Elect,Shinryu [Meteor],2366,121,0,0
135,Errer Errant,Asura [Mana],2364,77,0,0
136,Mun- Mutyo,Bahamut [Gaia],2354,390,0,0
137,Nanasia Plum,Hades [Mana],2335,142,0,0
138,Kanata Suzuumi,Mandragora [Meteor],2300,264,100,5
139,Oyoyo Thirtyone,Bahamut [Gaia],2296,129,0,0
140,Ultan Two,Mandragora [Meteor],2294,69,0,0
141,Kotori Angel,Alexander [Gaia],2292,60,0,0
142,Ml Tei,Alexander [Gaia],2290,50,0,0
143,Tk Dkaehf,Ridill [Gaia],2288,85,0,3
144,Sorin Maki,Durandal [Gaia],2288,58,0,0
145,Kkamong E',Asura [Mana],2285,139,0,0
146,Ciao' Chu-ru,Asura [Mana],2285,108,0,0
147,Iz Levmel,Garuda [Elemental],2282,265,0,2
148,Pallas Athene,Shinryu [Meteor],2281,50,0,0
149,Zsika Mu',Ridill [Gaia],2271,65,0,0
150,Milly Tod,Hades [Mana],2257,148,198,2
151,Zitnn Alexand,Belias [Meteor],2255,260,0,2
152,Hei Meiling,Anima [Mana],2245,129,202,16
153,Snow Albarn,Fenrir [Gaia],2232,326,0,3
154,Shishoten Mudo,Chocobo [Mana],2210,145,0,0
155,Charlotte Strawberry,Gungnir [Elemental],2206,157,710,17
156,Aotsuki Soundhall,Chocobo [Mana],2203,46,603,11
157,Hinjaku Bode,Tiamat [Gaia],2199,180,0,0
158,Oracle Trezavejo,Bahamut [Gaia],2194,187,100,1
159,Mame Poporu,Ixion [Mana],2194,50,3,2
160,Goron Boulder,Anima [Mana],2190,203,0,0
160,Jack O'brian,Valefor [Meteor],2190,203,0,19
162,Yang Wen-li,Mandragora [Meteor],2189,144,0,0
163,Miau Miau,Typhon [Elemental],2186,34,0,0
164,Sara Da,Yojimbo [Meteor],2185,87,0,0
165,Sono Ta,Shinryu [Meteor],2183,61,0,0
166,Ai Shironuko,Kujata [Elemental],2182,85,0,0
167,Endless Summer,Tiamat [Gaia],2176,165,0,0
168,Snowsky Moon,Ramuh [Meteor],2176,49,0,0
