Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Roric Thorne,Pandaemonium [Mana],10053,373,0,0
2,Bakeke Bake,Asura [Mana],6407,533,0,0
3,Kite Free,Kujata [Elemental],6310,276,0,0
4,Kyna Hollowmere,Ultima [Gaia],6195,182,0,0
5,Vivi Ann,Kujata [Elemental],5841,258,0,0
6,Aries San,Tiamat [Gaia],5721,216,0,9
7,Shien Tia,Ixion [Mana],5404,223,0,0
8,Djinn Piston,Durandal [Gaia],5343,189,0,0
9,Ponpo Pon,Hades [Mana],5286,247,0,0
10,Cueina Uumi,Titan [Mana],5259,315,116,9
11,Ciel Cocco,Anima [Mana],5173,395,198,2
12,Rya Myosotisy,Asura [Mana],5081,335,0,0
13,Tur Vi,Ixion [Mana],5044,160,0,0
14,Paker Zuka,Bahamut [Gaia],4971,133,0,0
15,Kuno Cadenzavnaeve,Ifrit [Gaia],4961,285,494,13
16,Makina Belg,Belias [Meteor],4922,530,0,3
17,Uki Yo,Masamune [Mana],4913,179,0,0
18,Pallas Athene,Shinryu [Meteor],4770,140,91,2
19,Lavinia Rose,Ridill [Gaia],4743,171,0,0
20,Sorin Maki,Durandal [Gaia],4657,149,0,2
21,Extra Mage,Garuda [Elemental],4632,234,0,0
22,Noin Kurial,Asura [Mana],4510,221,0,0
23,Okome Justice,Durandal [Gaia],4504,135,0,0
24,Laz Line,Typhon [Elemental],4486,87,387,9
25,Naku Cha,Zeromus [Meteor],4468,107,0,3
26,Robs Wiz,Aegis [Elemental],4385,727,0,7
27,Yurugi Koyurugi,Belias [Meteor],4378,175,0,0
28,Lancer Yan,Fenrir [Gaia],4355,146,0,0
29,Hikaru Amanogawa,Unicorn [Meteor],4296,338,5,1
30,Tina Rilu,Garuda [Elemental],4285,93,0,0
31,Nicku Nicku,Tonberry [Elemental],4281,366,0,0
32,Rex Cold,Bahamut [Gaia],4279,147,99,1
33,K' R',Chocobo [Mana],4268,168,191,12
34,Ml Tei,Alexander [Gaia],4258,96,0,0
35,Emil Sarasun,Asura [Mana],4246,111,0,0
36,Tirumu Pirumu,Anima [Mana],4235,253,0,3
37,Errer Errant,Asura [Mana],4229,114,0,0
38,Envy Lua,Valefor [Meteor],4209,277,0,0
39,Desire Drive,Yojimbo [Meteor],4209,191,0,0
40,Merry Scrald,Belias [Meteor],4204,181,0,0
41,Deisia Touna,Mandragora [Meteor],4182,383,0,0
42,Kageto Magatsuki,Ultima [Gaia],4179,316,0,0
43,Buronko San,Fenrir [Gaia],4178,620,0,2
44,Tam Sin,Ultima [Gaia],4164,386,0,0
45,Seraki Matsushima,Ixion [Mana],4155,178,0,0
46,Oriental Art,Chocobo [Mana],4142,621,0,9
47,El' Sha,Asura [Mana],4128,88,0,0
48,Shiki Hime,Kujata [Elemental],4119,153,0,0
49,Ahhhhhhhhh Haaaaaaaaa,Fenrir [Gaia],4113,227,0,0
50,Haloa Eclipsa,Ultima [Gaia],4110,276,492,11
51,Yoochan Fantasy,Anima [Mana],4108,578,0,2
52,Kuros Mu,Pandaemonium [Mana],4099,138,0,0
53,Miqo Myers,Tonberry [Elemental],4096,104,0,0
54,Tilt Woman,Pandaemonium [Mana],4090,237,0,0
55,Kim Shin,Masamune [Mana],4090,100,0,0
56,Mio Akiyama,Typhon [Elemental],4088,87,0,0
57,Yumichin Nekoangel,Chocobo [Mana],4084,137,0,0
58,Sensei Jyutusi,Chocobo [Mana],4082,119,0,0
59,Accelerator Xiv,Masamune [Mana],4080,455,0,0
60,Furanzeska Sumeragi,Tonberry [Elemental],4079,355,0,0
61,Neku Xyst,Ifrit [Gaia],4075,661,0,0
62,Corvus Gradior,Titan [Mana],4071,222,0,0
63,Yan Yan,Alexander [Gaia],4069,370,0,0
64,Hildemir Draekhal,Pandaemonium [Mana],4068,90,0,0
65,Ichigo Jasmine,Shinryu [Meteor],4065,113,0,0
66,Aizen Sosuke,Asura [Mana],4062,261,0,0
67,Maldis Cursethral,Hades [Mana],4062,150,0,0
68,Lukina Sirobara,Pandaemonium [Mana],4057,200,0,0
69,Esperante Shock,Belias [Meteor],4054,310,0,0
70,Kappi Scarlet,Asura [Mana],4050,312,0,0
71,Hyunsik Lee,Typhon [Elemental],4049,535,0,0
72,Hatozo Ito,Typhon [Elemental],4047,296,88,2
73,Inori Chan,Asura [Mana],4047,163,0,0
74,Falaris Whitemoon,Carbuncle [Elemental],4043,948,0,0
75,Tomomomo Momomo,Ramuh [Meteor],4040,293,0,0
76,Tsuki Umi,Aegis [Elemental],4038,143,0,0
77,Jay Eins,Chocobo [Mana],4031,138,0,0
78,Yuki Macaron-vanille,Ridill [Gaia],4027,319,0,0
79,Harvey Elliot,Tiamat [Gaia],4023,171,0,0
80,Kine Uffelmann,Kujata [Elemental],4021,201,0,0
81,Hoshino Ai,Titan [Mana],4018,162,0,0
82,Shinra Arasaka,Tiamat [Gaia],4010,169,0,0
83,Ciel Stella,Fenrir [Gaia],4009,509,0,0
84,Erebus Nocturne,Mandragora [Meteor],4008,57,0,0
85,Yuuking Furry,Titan [Mana],4005,136,0,0
86,Sura Imo,Shinryu [Meteor],4003,254,0,2
87,Nacreous Snowmelt,Asura [Mana],4001,145,0,0
88,Caedes Rozwell,Hades [Mana],3991,253,0,14
89,Hase Schwarzer,Ifrit [Gaia],3938,342,0,0
90,Notttz Imbrium,Titan [Mana],3825,335,0,2
91,Burger Cat,Ifrit [Gaia],3822,128,500,14
92,San Sowa,Ridill [Gaia],3764,633,0,0
93,Basuta Kirito,Carbuncle [Elemental],3728,307,0,5
94,Ed Xii,Zeromus [Meteor],3725,167,0,0
95,Pipi Rupipi,Ridill [Gaia],3719,591,0,0
96,Lucy Lumi,Alexander [Gaia],3698,258,0,0
97,Mame Poporu,Ixion [Mana],3693,142,0,0
98,Satou Yaniko,Mandragora [Meteor],3689,146,294,4
99,Nighty Night,Ridill [Gaia],3686,403,0,8
100,Satosan Fiftysix,Typhon [Elemental],3681,205,201,17
101,Rain Altairis,Anima [Mana],3679,288,0,0
102,Mao Caprice,Titan [Mana],3679,232,0,0
103,Ichi Nose,Anima [Mana],3671,204,0,0
104,Aurelia Stratosfera,Unicorn [Meteor],3641,157,0,0
105,Black' Cat,Ifrit [Gaia],3622,362,0,7
106,Chiaki Gypsophila,Anima [Mana],3618,178,0,1
107,Yunaneko Supira,Ultima [Gaia],3615,296,0,0
108,Hateful Past,Asura [Mana],3608,317,0,0
109,Konegai Konegai,Masamune [Mana],3601,425,0,0
110,Aman Kaharmine,Belias [Meteor],3599,567,0,6
111,Suteiki Niku,Ixion [Mana],3596,497,0,0
112,Kon Ganajai,Yojimbo [Meteor],3583,265,0,4
113,Zsika Mu',Ridill [Gaia],3564,204,0,0
114,Noctra Eclipsa,Tiamat [Gaia],3554,211,0,0
115,Xignas Schwalbe,Anima [Mana],3530,480,0,6
116,Mila Scarlettt,Ifrit [Gaia],3520,204,102,5
117,Lazulim Langheim,Ultima [Gaia],3518,1077,0,11
118,Lain Wired,Chocobo [Mana],3504,553,0,7
119,Myomyo Russel,Durandal [Gaia],3500,102,0,0
120,Kotori Angel,Alexander [Gaia],3498,134,0,0
121,Kamai Tatsu,Belias [Meteor],3491,312,77,10
122,Loren Winter,Typhon [Elemental],3489,55,199,5
123,Akatuki Re,Carbuncle [Elemental],3483,540,0,12
124,Nuts-eater Masako,Aegis [Elemental],3483,143,0,0
125,Fania Eckert,Titan [Mana],3482,273,0,16
126,Inx Chrono,Yojimbo [Meteor],3477,988,0,17
127,Ajika Rajika,Tiamat [Gaia],3476,132,103,3
128,Jikai Yokoku,Alexander [Gaia],3463,236,0,0
129,Aleve Umideno,Aegis [Elemental],3452,365,0,5
130,Kaede Felis,Typhon [Elemental],3438,304,0,0
131,Zwei Kreuz,Bahamut [Gaia],3432,231,0,3
132,Jack O'brian,Valefor [Meteor],3408,370,0,0
133,Minato Haruka,Asura [Mana],3393,212,0,6
134,Mio Youmu,Ixion [Mana],3390,332,0,0
135,Mayoi Abc,Asura [Mana],3382,165,0,0
136,Iz Levmel,Garuda [Elemental],3381,403,0,9
137,Yagi San,Hades [Mana],3379,66,0,0
138,Coffee Lunchbox,Masamune [Mana],3377,351,0,11
139,Kanata Suzuumi,Mandragora [Meteor],3376,303,0,0
140,Wally Deluaki,Hades [Mana],3340,334,0,0
141,Taroe Kobuta,Kujata [Elemental],3327,685,0,13
142,Hero Zest,Durandal [Gaia],3326,181,0,0
143,Wuruwuru Yaya,Asura [Mana],3320,425,0,0
144,Holala Vvn,Durandal [Gaia],3319,131,0,0
145,Luna Skye,Asura [Mana],3317,346,0,0
146,God Moai,Atomos [Elemental],3312,191,0,0
147,Chisato Laetitia,Bahamut [Gaia],3305,358,298,7
148,Tsuchi Tsuki,Bahamut [Gaia],3304,389,0,3
149,Tarex Youva,Tonberry [Elemental],3288,467,0,0
150,Hana'ni Narou,Bahamut [Gaia],3285,477,0,5
151,Renard Blanche,Garuda [Elemental],3268,157,0,2
152,Sharif Noah,Masamune [Mana],3255,193,0,0
153,Molo Muh,Shinryu [Meteor],3250,246,0,7
154,Ripa Warrick,Fenrir [Gaia],3248,155,0,3
155,Spirit Fire,Belias [Meteor],3236,381,0,0
156,Bug Cut,Alexander [Gaia],3235,331,294,9
157,Firo Sknaht,Bahamut [Gaia],3230,269,0,0
158,Nao Fu,Shinryu [Meteor],3227,437,0,0
159,Palo Negro,Aegis [Elemental],3223,347,0,0
160,Hina Narumi,Masamune [Mana],3222,471,0,8
161,Kusozako Kamemushi,Bahamut [Gaia],3216,160,0,0
162,Shining Star,Typhon [Elemental],3210,455,0,0
163,Fennel Earltea,Typhon [Elemental],3202,351,0,0
164,Noam Rice,Ridill [Gaia],3190,168,0,0
165,Gonta Honebuto,Zeromus [Meteor],3188,395,0,13
166,Stardust Emilia,Hades [Mana],3187,471,0,0
167,Mialulu Sabotage,Tiamat [Gaia],3177,191,0,3
168,Cey Noqed,Anima [Mana],3173,282,0,10
169,Pu Chan,Durandal [Gaia],3170,72,0,0
170,Creya Oaks,Tonberry [Elemental],3164,478,0,0
171,Sophia' Yule,Unicorn [Meteor],3162,757,0,9
172,Zumu Elect,Shinryu [Meteor],3155,149,0,0
173,Tamago Crab,Chocobo [Mana],3153,368,0,5
174,Yoruki Hiroran,Typhon [Elemental],3143,274,0,0
175,Ruru Rururun,Ifrit [Gaia],3113,721,0,3
176,Alt Sanktgallen,Mandragora [Meteor],3080,401,0,0
177,Silanah Oh-mana,Titan [Mana],3078,469,0,20
178,Dome Violet,Masamune [Mana],3077,546,0,3
179,Haido Hawal,Atomos [Elemental],3077,189,0,4
180,Hisui Yakumo,Anima [Mana],3076,362,0,0
181,Lhei Tayun,Chocobo [Mana],3074,161,0,9
182,Chi Pom,Hades [Mana],3069,406,0,0
183,Shion Amber,Unicorn [Meteor],3069,125,9,4
184,Hakuto Leonard,Alexander [Gaia],3067,239,0,2
185,Big Non,Belias [Meteor],3063,47,0,0
186,Piccolo Saaaaann,Asura [Mana],3055,643,0,10
187,Zukasa Yatoh,Typhon [Elemental],3046,743,0,0
188,Ryon Wolves,Zeromus [Meteor],3038,109,0,0
189,Snow Albarn,Fenrir [Gaia],3028,552,0,0
190,Yuri Lozephilia,Belias [Meteor],3026,556,0,0
191,Gate Shark,Asura [Mana],3024,135,0,0
192,Junon Everlight,Ultima [Gaia],3020,179,0,0
193,Zero No'name,Titan [Mana],3013,171,0,1
194,Shiman Chu,Yojimbo [Meteor],3005,561,0,10
195,Sead Slendisch,Asura [Mana],3001,456,0,6
196,Oscar Reaves,Asura [Mana],3000,168,0,0
197,Yu Haru,Hades [Mana],2994,119,0,0
198,Chill Mix,Chocobo [Mana],2992,133,0,0
199,Hal Mooncalf,Pandaemonium [Mana],2992,65,0,0
200,Lilica Astadir,Valefor [Meteor],2987,400,0,0
201,Surt Delsart,Carbuncle [Elemental],2985,82,0,0
202,Laru Gucchi,Durandal [Gaia],2982,152,0,0
203,Ardlan Vorlesh,Asura [Mana],2980,117,0,0
204,Zess Crain,Fenrir [Gaia],2979,105,0,0
