Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Cliffe Zanza,Spriggan [Chaos],3982,267,0,0
2,Mamiyama Kamimama,Spriggan [Chaos],3895,153,0,0
3,Saboree Catboy,Spriggan [Chaos],3886,434,357,18
4,Moki Moki,Odin [Light],3860,147,0,7
5,Crow Kaien,Zodiark [Light],3573,140,0,5
6,Miyu Moon,Moogle [Chaos],3554,149,0,0
7,Lybel Alyborias,Louisoix [Chaos],3366,257,0,10
8,Big Catfish,Cerberus [Chaos],3188,167,98,10
9,Lucy Lumi,Louisoix [Chaos],3095,482,0,0
10,Claire Hart,Ragnarok [Chaos],3083,106,0,0
11,Akari Tsuki,Louisoix [Chaos],3054,150,0,8
12,Not Marci,Louisoix [Chaos],3051,84,1067,22
13,Blue Cat,Twintania [Light],3039,209,667,17
14,Tyra Kett,Spriggan [Chaos],2915,304,0,9
15,Miyu Edelfelt,Phoenix [Light],2912,300,0,0
16,Lex'ander Wayfarer,Odin [Light],2864,188,0,0
17,Loty Coldwind,Twintania [Light],2748,258,0,18
18,Tsukuyo Ritlas,Odin [Light],2737,105,0,3
19,Raiden Thorne,Zodiark [Light],2736,89,0,3
20,Meryll Enetari,Cerberus [Chaos],2734,299,0,10
21,Scarlet Rose,Spriggan [Chaos],2646,258,241,13
22,Aura Sphere,Zodiark [Light],2544,295,0,3
23,Kal Maoi,Twintania [Light],2498,190,0,0
24,Vai Zol,Odin [Light],2386,170,0,4
25,Brutal Killer,Raiden [Light],2386,65,396,17
26,Yamizura Kumozuma,Twintania [Light],2355,91,0,3
27,Taiya Li,Phoenix [Light],2325,144,0,0
28,Elohim Meth,Raiden [Light],2295,341,101,3
29,Toni Kroos,Twintania [Light],2295,186,0,0
30,Prisma Tic,Cerberus [Chaos],2285,77,0,0
31,Yun' Yun,Cerberus [Chaos],2221,395,89,13
32,Xen Thique,Odin [Light],2203,133,0,25
33,Ange Melrose,Omega [Chaos],2182,268,0,10
34,Lylia Venis,Moogle [Chaos],2007,105,0,0
35,Shia Sun,Odin [Light],1966,137,0,0
36,Aurora Maou,Louisoix [Chaos],1857,278,0,0
37,Tei Tei,Odin [Light],1813,265,14,6
38,Thor Strom,Cerberus [Chaos],1770,191,0,0
39,Kyouko Owo,Louisoix [Chaos],1760,96,0,0
40,Tarutella Goldfish,Phoenix [Light],1728,181,0,0
41,Luna Everlight,Phantom [Chaos],1709,46,0,1
42,Maarato Cookie,Twintania [Light],1703,90,0,2
43,Dalik Mathis,Ragnarok [Chaos],1697,193,0,0
44,Ase Escadora,Alpha [Light],1691,162,0,0
45,Misora Kaiatsa,Moogle [Chaos],1690,157,0,20
46,Shimori Bunihara,Raiden [Light],1619,98,0,0
47,Two Koma,Zodiark [Light],1595,117,0,17
48,Alistair Astrea,Ragnarok [Chaos],1592,143,0,0
49,Holos Ymir,Cerberus [Chaos],1588,77,0,0
50,Lhei Tayun,Zodiark [Light],1578,417,0,0
51,Imy Pure,Cerberus [Chaos],1577,83,0,0
52,Snap Ringer,Omega [Chaos],1576,86,0,0
53,Auelin Fae,Zodiark [Light],1576,43,0,0
54,Cat Wife,Zodiark [Light],1526,71,0,0
55,Zot To,Cerberus [Chaos],1523,48,0,0
56,Marina Aihara,Zodiark [Light],1509,40,0,0
57,Tikka Masola,Zodiark [Light],1507,167,0,0
58,Vanilla Blossom,Moogle [Chaos],1481,105,0,6
59,Pattinger Kersel,Raiden [Light],1479,255,0,0
60,Myst Freyja,Omega [Chaos],1476,77,0,0
61,Based Miqote,Twintania [Light],1463,216,0,5
62,Solla Sparco,Ragnarok [Chaos],1412,205,0,9
63,Deadrise Mutombo,Ragnarok [Chaos],1399,64,0,0
64,Resilla Frostflow,Cerberus [Chaos],1390,131,0,0
65,Streaming Badboy,Odin [Light],1387,35,0,0
66,Makoto Kurusu,Alpha [Light],1384,151,0,0
67,Zerodas Snow,Alpha [Light],1354,73,0,0
68,Farnese Astrope,Odin [Light],1321,43,0,0
69,Tensei Kaiten,Raiden [Light],1312,413,0,20
70,Chise Hatori',Ragnarok [Chaos],1312,295,0,14
71,Kayf Xiv,Ragnarok [Chaos],1305,131,0,0
72,Sheidyn Windsor,Omega [Chaos],1304,192,0,0
73,Sotek Scherwil,Twintania [Light],1265,101,0,0
74,Riseon Misha,Zodiark [Light],1209,227,298,21
75,Endorel Soro,Alpha [Light],1202,178,89,12
76,Ten Gil,Louisoix [Chaos],1201,125,0,0
77,Sal Ren,Phoenix [Light],1186,425,478,9
78,Mitsuki Mirai,Louisoix [Chaos],1122,103,0,7
79,Baka Bao,Phantom [Chaos],1106,419,0,12
80,Sunie Mochi,Twintania [Light],1104,320,98,13
81,Vyra Karbon,Alpha [Light],1094,57,0,0
82,Khorasan Ataraxia,Shiva [Light],1080,189,0,0
83,Strom Valentine,Cerberus [Chaos],1045,57,0,0
84,Selin Naari,Cerberus [Chaos],1011,143,0,0
85,William Sharpeye,Moogle [Chaos],1010,232,307,27
86,Doctor Zoidberg,Cerberus [Chaos],999,47,0,0
87,Trabajarr Adelante,Louisoix [Chaos],995,119,895,22
88,Leedo Dale,Zodiark [Light],992,468,0,9
89,Melinoe Mei,Odin [Light],915,197,0,10
90,Baby Starz,Omega [Chaos],913,91,0,0
91,Limit Cat,Lich [Light],909,97,289,12
92,Reireiko Reiko,Alpha [Light],907,166,0,4
93,Magisa Vale,Phoenix [Light],906,95,99,1
94,Marain Kousaka,Omega [Chaos],905,101,0,0
95,Marcus Shadow,Raiden [Light],902,178,0,27
96,Dune'a Echa,Raiden [Light],901,195,0,0
97,Delzor Waka,Odin [Light],896,198,0,14
98,Lawr Hawk,Odin [Light],896,138,0,10
99,Altrios Alrun,Odin [Light],811,27,0,0
100,Memento Mo'ri,Ragnarok [Chaos],801,196,403,7
101,Tay Talenath,Raiden [Light],799,167,0,2
102,Remes Yveltar,Odin [Light],796,141,489,11
103,Vena Attire,Zodiark [Light],795,69,0,0
104,Zecht Bradamant,Omega [Chaos],793,300,0,0
105,Slayn Lockmeier,Ragnarok [Chaos],789,21,0,0
106,Sophia Ariadne,Odin [Light],785,40,0,0
107,Kiss Lips,Phantom [Chaos],710,84,0,0
108,Zeppe Monado,Cerberus [Chaos],709,114,0,0
109,Kimbi Aoe,Shiva [Light],708,42,0,14
110,Thesa Sergearis,Raiden [Light],699,84,0,0
111,Ark Kekko,Omega [Chaos],698,194,0,0
112,Vaal Haigha,Alpha [Light],698,87,0,0
113,Illyrion Akatsuki,Odin [Light],697,247,0,1
114,Xanthe Hati,Sagittarius [Chaos],697,142,0,0
115,Yuripa Arashi,Shiva [Light],697,36,0,0
116,Hyzenthlay Efrafa,Ragnarok [Chaos],696,68,0,0
117,Feena Whitescale,Alpha [Light],695,97,0,0
118,Feri De,Twintania [Light],692,113,0,0
119,Song Shuhang,Louisoix [Chaos],692,73,0,3
120,Gella Zenhat,Cerberus [Chaos],675,242,0,8
121,Cipher Strife,Ragnarok [Chaos],612,135,0,0
122,Lolorei Lalarei,Omega [Chaos],608,138,0,5
123,Erzengel Lucifer,Odin [Light],605,84,0,3
124,Ny Aa,Zodiark [Light],605,41,0,0
125,Tsuguri Tempest,Moogle [Chaos],604,172,0,1
126,Shadow Aya,Zodiark [Light],604,57,291,5
127,Spedah Sashihai,Phantom [Chaos],600,223,0,15
128,Isca Mog,Zodiark [Light],599,165,0,0
129,Yhren Vhal,Odin [Light],599,146,0,0
130,Enyah Myukah,Omega [Chaos],590,125,0,0
131,Yomichi Hisokana,Raiden [Light],517,137,0,0
132,Stinky Girl,Odin [Light],508,105,0,0
133,Melili Nalili,Twintania [Light],504,58,0,0
134,Roomi Mae,Raiden [Light],501,73,0,0
135,Argento D'gloria,Raiden [Light],500,71,0,0
136,Rayleigh Wymare,Phoenix [Light],500,51,0,0
137,Myo Hiu,Phoenix [Light],498,188,0,6
138,Maru Tani,Alpha [Light],498,48,0,0
139,Sandoz Delysid,Zodiark [Light],497,258,0,2
140,Dopa Mine,Phantom [Chaos],497,115,96,6
141,Aris Oz,Zodiark [Light],496,35,0,2
142,Franziska Hatia,Moogle [Chaos],495,165,495,17
143,Goemon Da-scarred,Sagittarius [Chaos],493,20,0,0
144,Remy Galleu,Alpha [Light],485,23,0,0
145,Zhinna Maya,Odin [Light],424,116,26,6
146,Krek Highwind,Sagittarius [Chaos],409,60,0,0
147,Serafina Cocoapuff,Lich [Light],407,25,0,0
148,Arthea Sarris,Twintania [Light],406,103,0,0
149,Chance Manderville,Moogle [Chaos],405,117,100,1
150,Salah Addin,Phantom [Chaos],403,118,197,2
151,Coffee Latte,Raiden [Light],402,33,0,0
152,Death Fury,Ragnarok [Chaos],401,27,0,2
153,Glyceri Chosuti,Moogle [Chaos],400,165,0,0
154,Sweet Light,Spriggan [Chaos],400,42,0,0
155,Steph Annie,Lich [Light],399,241,99,2
156,Akurei Amotanius,Odin [Light],399,117,0,0
157,Dandy Gigaweich,Twintania [Light],399,100,0,0
158,Yuumi Fish,Cerberus [Chaos],399,13,0,0
159,Gaspard Deguingoix,Moogle [Chaos],398,128,0,4
160,Yuki Shinryu,Omega [Chaos],398,122,198,3
161,Staz Hellcat,Cerberus [Chaos],397,317,0,0
162,Soley Noire,Raiden [Light],397,121,0,0
163,Tie Jai,Spriggan [Chaos],397,47,0,0
164,Mestari Kalastaja,Omega [Chaos],396,197,296,5
165,Furry Mommy,Phantom [Chaos],396,145,0,7
166,Brian Ricardo,Zodiark [Light],396,95,0,0
167,Neo Saladin,Alpha [Light],396,38,0,0
168,Luuqu Iko,Raiden [Light],395,63,0,0
169,Aeo We,Ragnarok [Chaos],313,23,0,0
170,Zevix Mourne,Spriggan [Chaos],306,413,0,0
171,Lo Enha,Moogle [Chaos],304,175,0,2
172,Pre Purify,Spriggan [Chaos],303,16,0,0
173,Ayrelinia Saelinire,Spriggan [Chaos],302,69,0,0
174,Korentijn Woodwynn,Twintania [Light],301,145,0,1
175,Renna Vorak,Raiden [Light],301,30,0,0
176,Red Fluffy,Shiva [Light],301,26,0,0
177,Valem Maro,Raiden [Light],300,109,0,0
178,Mono Lith,Omega [Chaos],300,101,0,0
179,Madelynn Veil,Omega [Chaos],300,22,0,0
180,Izuma Knox,Spriggan [Chaos],299,145,0,0
181,Durinta Borlaaq,Twintania [Light],299,107,0,0
182,Neclord Drakan,Phoenix [Light],299,34,0,0
183,Astral Highwind,Omega [Chaos],298,118,0,0
184,Dundee Nic'hpisfa,Odin [Light],298,117,0,0
185,Balanced Breakfast,Zodiark [Light],298,107,0,0
186,Krist Otaku,Phoenix [Light],298,86,0,0
187,Taivas L'tulta,Odin [Light],298,22,0,0
188,Uraraka Lunae,Louisoix [Chaos],297,164,0,0
189,Bing Bing,Odin [Light],296,88,196,4
190,Sin Mirrorslave,Raiden [Light],296,32,0,0
191,Certin Ferocia,Spriggan [Chaos],295,115,0,0
192,Catlisaie Leveilleur,Sagittarius [Chaos],295,40,0,0
193,Victoria Nyala,Phoenix [Light],206,44,0,1
194,Animesan Kaslana,Moogle [Chaos],204,210,0,14
195,Laurie Adorable,Spriggan [Chaos],203,102,0,0
196,Faly Linh,Spriggan [Chaos],203,88,0,0
197,Vest Sawyer,Ragnarok [Chaos],203,51,0,0
198,Royin Aesir,Phoenix [Light],202,140,0,0
199,T'hana Walu,Phantom [Chaos],202,133,0,0
200,Fridge Frozenfish,Alpha [Light],202,76,0,0
201,Luca Natura,Omega [Chaos],202,28,0,0
202,Teale Teslonia,Shiva [Light],201,128,0,0
203,Ka La,Ragnarok [Chaos],201,115,0,0
204,Phaey Yeon,Moogle [Chaos],201,80,0,0
205,Tiranna Reinford,Moogle [Chaos],201,68,0,0
206,Wimp Lo,Zodiark [Light],201,47,0,0
207,Ky'ros Voss,Spriggan [Chaos],200,210,0,15
208,Ayata Miyabi,Louisoix [Chaos],200,147,0,0
209,Pat Olehouse,Lich [Light],200,130,0,0
210,Lopsho Pedun,Zodiark [Light],200,113,0,0
211,Kai Indra,Ragnarok [Chaos],200,108,0,0
212,Shaying Rengarf,Ragnarok [Chaos],200,96,0,0
213,Kihn Shirudo,Spriggan [Chaos],200,85,0,0
214,Lunaelumen Heartless,Phoenix [Light],200,71,0,0
215,Maybe Tea'bag,Raiden [Light],200,65,0,0
216,Paper Planes,Raiden [Light],200,43,0,0
217,Rifula Ruivre,Alpha [Light],199,90,0,0
218,Annie Shame,Louisoix [Chaos],199,75,0,0
219,Shar Ughund,Alpha [Light],199,63,0,0
220,Gella Plathat,Omega [Chaos],198,69,0,0
221,Elafi Nebris,Cerberus [Chaos],198,48,0,0
222,Morienne Gailrayne,Ragnarok [Chaos],197,136,0,0
223,Naja Hena,Phantom [Chaos],188,27,0,0
224,Bagel Egg,Omega [Chaos],101,140,0,0
225,Akira Kun,Ragnarok [Chaos],101,113,0,0
226,Laela Hyun,Phantom [Chaos],101,29,0,0
227,Lina Sunstar,Spriggan [Chaos],100,248,0,0
228,Tisha Adori,Zodiark [Light],100,232,100,2
229,Decha Kirk,Moogle [Chaos],100,229,100,16
230,Luna Hakke,Louisoix [Chaos],100,216,0,21
231,Haki Haki,Ragnarok [Chaos],100,172,0,0
232,Athena Olympe,Sagittarius [Chaos],100,169,0,2
232,Levi Yokai,Phoenix [Light],100,169,0,0
234,Astinus Zivlyne,Shiva [Light],100,159,0,0
235,Belle Vizard,Zodiark [Light],100,152,0,3
236,Carathiel Shinoburi,Zodiark [Light],100,138,0,0
237,The Badger,Louisoix [Chaos],100,131,0,0
238,Guimiko Miko,Moogle [Chaos],100,129,0,0
239,C'rhun Tia,Spriggan [Chaos],100,127,0,9
240,Kai Usami,Raiden [Light],100,126,0,0
241,Spannah Banana,Spriggan [Chaos],100,124,0,0
