Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Maarato Cookie,Twintania [Light],4211,186,0,0
2,Saboree Catboy,Spriggan [Chaos],3971,376,0,4
3,Scarlet Rose,Spriggan [Chaos],3954,428,0,0
4,Crow Xo,Zodiark [Light],3885,179,0,0
5,Sice Seven,Moogle [Chaos],3788,227,0,0
6,Slayn Lockmeier,Ragnarok [Chaos],3768,284,0,0
7,Loty Coldwind,Twintania [Light],3602,281,0,0
8,Aura Sphere,Zodiark [Light],3584,88,0,0
9,Cliffe Zanza,Spriggan [Chaos],3542,303,0,0
10,Cat Wife,Zodiark [Light],3135,70,0,0
11,Miyu Moon,Moogle [Chaos],2990,80,0,0
12,Lybel Alyborias,Louisoix [Chaos],2676,216,0,0
13,Ange Melrose,Omega [Chaos],2561,271,0,0
14,Lucy Lumi,Louisoix [Chaos],2463,115,0,0
15,Akari Tsuki,Louisoix [Chaos],2358,115,0,0
16,Yamizura Kumozuma,Twintania [Light],2179,149,0,0
17,Ase Escadora,Alpha [Light],2152,293,0,0
18,Miyu Edelfelt,Phoenix [Light],2036,157,0,0
19,Tsukuyo Ritlas,Odin [Light],2011,62,0,0
20,Raiden Thorne,Zodiark [Light],1995,74,0,0
21,Xen Thique,Odin [Light],1957,165,0,0
22,Lex'ander Wayfarer,Odin [Light],1894,324,0,0
23,Auelin Fae,Zodiark [Light],1875,29,0,0
24,Tarutella Goldfish,Phoenix [Light],1768,161,0,0
25,Blue Cat,Twintania [Light],1689,80,0,0
26,Milk Jds,Zodiark [Light],1675,181,0,0
27,Yun' Yun,Cerberus [Chaos],1644,228,0,0
28,Death Fury,Ragnarok [Chaos],1624,102,0,0
29,Mahou Mahou,Odin [Light],1619,51,0,0
30,Farnese Astrope,Odin [Light],1606,96,0,0
31,Sheidyn Windsor,Omega [Chaos],1598,374,0,0
32,Meryll Enetari,Cerberus [Chaos],1564,217,0,0
33,Xiex Xie,Zodiark [Light],1523,148,0,0
34,Shia Sun,Odin [Light],1511,56,0,0
35,Snap Ringer,Omega [Chaos],1510,34,0,0
36,Tei Tei,Odin [Light],1504,94,1,3
37,Imy Pure,Cerberus [Chaos],1503,26,0,0
38,Shadow Aya,Zodiark [Light],1481,214,0,0
39,Zot To,Cerberus [Chaos],1394,85,0,0
40,Enrei Esthule,Lich [Light],1387,65,0,0
41,Memento Mo'ri,Ragnarok [Chaos],1302,130,0,0
42,Vanilla Blossom,Moogle [Chaos],1301,126,0,0
43,Kimbi Aoe,Shiva [Light],1294,309,0,2
44,Gaspard Deguingoix,Moogle [Chaos],1202,131,0,0
45,Sotek Scherwil,Twintania [Light],1200,143,0,1
46,Ny Aa,Zodiark [Light],1195,35,0,0
47,Deadrise Mutombo,Ragnarok [Chaos],1127,65,0,0
48,Vaal Haigha,Alpha [Light],1117,194,0,0
49,Luca Natura,Omega [Chaos],1103,89,0,0
50,Ten Gil,Louisoix [Chaos],1095,159,0,0
51,Serafina Cocoapuff,Lich [Light],1008,145,0,0
52,Lhei Tayun,Zodiark [Light],1000,238,0,2
53,Melinoe Mei,Odin [Light],992,84,0,0
54,Victoria Nyala,Phoenix [Light],991,160,0,0
55,Yhren Vhal,Odin [Light],991,75,0,0
56,Taiya Li,Phoenix [Light],920,71,0,0
57,Leedo Dale,Zodiark [Light],900,367,0,0
58,Resilla Frostflow,Cerberus [Chaos],900,84,0,0
59,Coffee Latte,Raiden [Light],898,62,0,0
60,Delzor Waka,Odin [Light],898,44,0,0
61,Paranpu Leporine,Omega [Chaos],895,174,0,0
62,Sweet Light,Spriggan [Chaos],893,24,0,0
63,Sunie Dakwhil,Twintania [Light],809,110,0,4
64,Seraban Mistodisushi,Omega [Chaos],795,240,0,0
65,Pre Purify,Spriggan [Chaos],795,25,0,0
66,Based Miqote,Twintania [Light],792,153,0,0
67,Snow Wishzz,Cerberus [Chaos],792,126,0,0
68,Neo Saladin,Alpha [Light],791,96,0,0
69,Dalik Mathis,Ragnarok [Chaos],791,40,0,0
70,Tay Talenath,Raiden [Light],783,138,0,0
71,Gamba Winner,Cerberus [Chaos],777,141,0,0
72,Redoh Snowh,Raiden [Light],771,152,0,0
73,Khorasan Ataraxia,Shiva [Light],703,328,0,0
74,Jacob Brandford,Twintania [Light],699,82,0,0
75,Serenity Winecow,Omega [Chaos],697,155,0,0
76,Mer Lin,Spriggan [Chaos],693,40,0,0
77,Zyther Prime,Alpha [Light],692,99,0,0
78,Nimui Moonmoon,Zodiark [Light],608,197,0,0
79,Two Koma,Zodiark [Light],603,47,0,0
80,Gene Nefreya,Cerberus [Chaos],600,92,0,0
81,Yorda Dormin,Phantom [Chaos],594,86,0,0
82,Yhivi Tsukino,Phoenix [Light],591,71,0,0
83,Roomi Mae,Raiden [Light],589,101,0,0
84,Ellentir Sergearis,Spriggan [Chaos],589,66,0,1
85,Holos Ymir,Cerberus [Chaos],507,68,0,0
86,Hyzenthlay Efrafa,Ragnarok [Chaos],504,55,0,0
87,Ovan Armor,Ragnarok [Chaos],503,69,0,0
88,Robin Baltemys,Odin [Light],503,57,0,0
89,Strom Valentine,Cerberus [Chaos],503,35,0,0
90,Rei Nara,Ragnarok [Chaos],502,106,0,0
91,Madelynn Veil,Omega [Chaos],501,68,0,0
92,Kihn Shirudo,Spriggan [Chaos],499,79,0,0
93,Feri De,Twintania [Light],498,172,0,6
94,Makoto Kurusu,Alpha [Light],496,48,0,0
95,Gella Zenhat,Cerberus [Chaos],492,120,0,0
96,Thor Strom,Cerberus [Chaos],409,31,113,4
97,Akurei Amotanius,Odin [Light],405,163,0,0
98,Lu Ni,Cerberus [Chaos],403,191,0,0
99,The Phasebreaker,Ragnarok [Chaos],403,79,0,0
100,Mamiyama Kamimama,Spriggan [Chaos],401,17,0,0
101,Mats Luxed,Twintania [Light],399,100,0,0
102,Cecile'to Lowell,Lich [Light],399,62,0,0
103,Brian Ricardo,Zodiark [Light],397,70,0,0
104,Celian Kredor,Omega [Chaos],393,130,0,0
105,Nefia Kye,Phantom [Chaos],306,91,0,0
106,Goemon Da-scarred,Sagittarius [Chaos],306,23,0,0
107,Zhinna Maya,Odin [Light],302,128,0,0
108,Altrios Alrun,Odin [Light],301,24,0,0
109,Mirajane Hylian,Omega [Chaos],300,96,0,0
110,Myst Freyja,Omega [Chaos],300,57,0,0
111,Yamakaji Edo'sen,Moogle [Chaos],299,92,0,0
112,Prisma Tic,Cerberus [Chaos],299,4,0,0
113,Tensei Kaiten,Raiden [Light],298,73,0,0
114,Shimori Bunihara,Raiden [Light],298,59,0,0
115,Wilson D'ball,Phantom [Chaos],297,48,0,0
116,Sophia Ariadne,Odin [Light],281,37,0,0
117,Sin Mirrorslave,Raiden [Light],206,1,0,0
118,Way Shi,Moogle [Chaos],203,120,0,0
119,Ka La,Ragnarok [Chaos],202,47,0,0
120,Roy Dimgao,Omega [Chaos],201,68,0,0
121,Mono Lith,Omega [Chaos],201,61,0,0
122,Asphal Flaye,Lich [Light],200,105,0,0
123,Brindacier Alomon,Phoenix [Light],200,71,0,0
124,Aeo We,Ragnarok [Chaos],200,15,0,0
125,Sayuri Maeshima,Omega [Chaos],199,193,0,0
126,Luna Everlight,Phantom [Chaos],199,19,0,0
127,Carrot Papi,Alpha [Light],199,18,0,0
128,Renna Vorak,Raiden [Light],198,130,0,0
129,Baka Bao,Phantom [Chaos],197,57,0,0
130,Jeppe Zasaki,Zodiark [Light],195,38,0,0
131,Paper Planes,Raiden [Light],194,99,0,0
132,Fygqhzr Zhgfjhh,Phantom [Chaos],106,38,0,0
133,Vir Amantium,Twintania [Light],100,410,0,0
134,Lo Enha,Moogle [Chaos],100,276,0,0
135,Joseph Wolfkin,Louisoix [Chaos],100,210,0,0
136,Etro Yun'vera,Cerberus [Chaos],100,180,0,0
137,Chojin Ashina,Shiva [Light],100,176,0,0
