Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Saboree Catboy,Spriggan [Chaos],3501,299,101,1
2,Lybel Alyborias,Louisoix [Chaos],3366,213,0,0
3,Moki Moki,Odin [Light],3254,79,0,1
4,Crow Xo,Zodiark [Light],3189,128,495,6
5,Lucy Lumi,Louisoix [Chaos],3095,312,0,20
6,Claire Hart,Ragnarok [Chaos],3083,106,0,0
7,Mamiyama Kamimama,Spriggan [Chaos],3023,123,0,0
8,Cliffe Zanza,Spriggan [Chaos],2923,248,0,16
9,Miyu Moon,Moogle [Chaos],2780,89,0,0
10,Lex'ander Wayfarer,Odin [Light],2664,146,0,0
11,Scarlet Rose,Spriggan [Chaos],2405,195,0,0
12,Vai Zol,Odin [Light],2386,166,98,2
13,Aura Sphere,Zodiark [Light],2358,177,0,16
14,Toni Kroos,Twintania [Light],2295,186,0,0
15,Akari Tsuki,Louisoix [Chaos],2278,90,0,0
16,Miyu Edelfelt,Phoenix [Light],2174,226,0,11
17,Loty Coldwind,Twintania [Light],2127,182,103,6
18,Taiya Li,Phoenix [Light],2061,101,0,0
19,Tyra Kett,Spriggan [Chaos],1907,184,0,18
20,Meryll Enetari,Cerberus [Chaos],1887,236,0,11
21,Tei Tei,Odin [Light],1799,191,199,5
22,Kyouko Owo,Louisoix [Chaos],1760,95,0,0
23,Tsukuyo Ritlas,Odin [Light],1747,76,68,3
24,Shia Sun,Odin [Light],1745,101,203,3
25,Tarutella Goldfish,Phoenix [Light],1728,181,0,0
26,Blue Cat,Twintania [Light],1702,137,0,6
27,Xen Thique,Odin [Light],1699,57,0,12
28,Misora Kaiatsa,Moogle [Chaos],1690,93,0,6
29,Raiden Thorne,Zodiark [Light],1667,63,0,1
30,Kure Reze,Zodiark [Light],1592,295,0,7
31,Alistair Astrea,Ragnarok [Chaos],1592,143,0,0
32,Holos Ymir,Cerberus [Chaos],1588,77,0,0
33,Aurora Maou,Louisoix [Chaos],1585,183,99,1
34,Snap Ringer,Omega [Chaos],1576,86,104,6
35,Auelin Fae,Zodiark [Light],1576,43,0,0
36,Elohim Meth,Raiden [Light],1526,301,0,17
37,Cat Wife,Zodiark [Light],1526,69,0,13
38,Yun' Yun,Cerberus [Chaos],1520,308,0,22
39,Ange Melrose,Omega [Chaos],1518,171,0,5
40,Ase Escadora,Alpha [Light],1506,131,0,0
41,Two Koma,Zodiark [Light],1494,55,101,1
42,Marina Aihara,Zodiark [Light],1487,38,0,0
43,Thor Strom,Cerberus [Chaos],1476,181,0,0
44,Lylia Venis,Moogle [Chaos],1408,58,0,1
45,Makoto Kurusu,Alpha [Light],1384,151,0,0
46,Myst Freyja,Omega [Chaos],1375,75,288,8
47,Shimori Bunihara,Raiden [Light],1317,76,0,1
48,Kayf Xiv,Ragnarok [Chaos],1305,131,0,0
49,Kal Maoi,Twintania [Light],1289,109,0,6
50,Dalik Mathis,Ragnarok [Chaos],1264,160,0,8
51,Zerodas Snow,Alpha [Light],1254,62,278,10
52,Zot To,Cerberus [Chaos],1224,39,0,0
53,Lhei Tayun,Zodiark [Light],1219,266,119,17
54,Imy Pure,Cerberus [Chaos],1195,59,0,0
55,Vanilla Blossom,Moogle [Chaos],1194,69,0,0
56,Sotek Scherwil,Twintania [Light],1167,98,0,0
57,Baka Bao,Phantom [Chaos],1106,311,0,14
58,Vyra Karbon,Alpha [Light],1094,42,0,0
59,Solla Sparco,Ragnarok [Chaos],1093,138,0,0
60,Prisma Tic,Cerberus [Chaos],1087,37,0,0
