Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Cliffe Zanza,Spriggan [Chaos],3131,178,1,3
2,Miyu Moon,Moogle [Chaos],3091,76,1197,17
3,Totsu Geki,Spriggan [Chaos],2826,323,0,0
4,Mamiyama Kamimama,Spriggan [Chaos],2744,319,0,0
5,Scarlet Rose,Spriggan [Chaos],2614,336,0,6
6,Saboree Catboy,Spriggan [Chaos],2548,227,0,19
7,Tsukuyo Ritlas,Odin [Light],2484,94,0,0
8,Ange Melrose,Omega [Chaos],2432,182,0,19
9,Yasuki San,Phantom [Chaos],2391,357,192,9
10,Crow Kaien,Zodiark [Light],2375,46,0,0
11,Aura Sphere,Zodiark [Light],2355,102,0,0
12,Prisma Tic,Cerberus [Chaos],2348,249,0,14
13,Resilla Frostflow,Cerberus [Chaos],2294,140,0,0
14,Auelin Fae,Zodiark [Light],2271,112,0,0
15,Ivaious Zol,Odin [Light],2215,97,97,10
16,Lhei Tayun,Zodiark [Light],2179,198,0,2
17,Tia Tomoe,Phoenix [Light],2169,82,286,12
18,Sice Seven,Moogle [Chaos],2104,88,0,5
19,Shino Yaru,Phoenix [Light],2086,175,0,0
20,Loty Coldwind,Twintania [Light],2082,258,0,11
21,Ase Dora,Alpha [Light],2019,365,92,25
22,Maarato Cookie,Twintania [Light],2002,156,0,26
23,Tarutella Goldfish,Phoenix [Light],1989,66,98,10
24,Leedo Dale,Zodiark [Light],1983,380,0,11
25,Elohim Meth,Raiden [Light],1930,141,0,0
26,Deadrise Mutombo,Ragnarok [Chaos],1928,128,0,3
27,Arale Il,Ragnarok [Chaos],1919,142,0,0
28,Not Marci,Louisoix [Chaos],1828,104,0,0
29,Misora Kaiatsa,Moogle [Chaos],1804,118,0,7
30,Xen Thique,Odin [Light],1797,107,0,0
31,Miyu Edelfelt,Phoenix [Light],1785,162,0,0
32,Tei Tei,Odin [Light],1699,121,0,2
33,Dalik Mathis,Ragnarok [Chaos],1694,129,0,3
34,Sweet Light,Spriggan [Chaos],1679,85,0,2
35,Fygqhzr Zhgfjhh,Phantom [Chaos],1679,46,0,0
36,Shia Sun,Odin [Light],1678,168,0,7
37,Delzor Waka,Odin [Light],1663,156,0,5
38,Pan Ther,Twintania [Light],1651,148,0,0
39,Maggot Maggot,Omega [Chaos],1610,230,0,0
40,Two Koma,Zodiark [Light],1595,125,0,0
41,Kimbi Aoe,Shiva [Light],1593,79,0,0
42,Cat Wife,Zodiark [Light],1584,25,0,0
43,Jun Moxiao,Odin [Light],1571,118,292,10
44,Yi Ma,Phoenix [Light],1564,121,0,0
45,Memento Mo'ri,Ragnarok [Chaos],1495,94,0,1
46,Ten Gil,Louisoix [Chaos],1486,53,0,0
47,Shimori Bunihara,Raiden [Light],1461,134,0,0
48,Akari Tsuki,Louisoix [Chaos],1398,52,0,0
49,Aurora Maou,Louisoix [Chaos],1388,106,0,0
50,Lex'ander Wayfarer,Odin [Light],1311,54,100,1
51,Chise Hatori',Ragnarok [Chaos],1301,147,298,13
52,Meryll Enetari,Cerberus [Chaos],1293,275,0,11
53,Sunie Mochi,Twintania [Light],1259,187,0,6
54,Yun' Yun,Cerberus [Chaos],1203,154,199,5
55,Based Miqote,Twintania [Light],1102,99,0,0
56,Myst Freyja,Omega [Chaos],1102,69,0,0
57,Snap Ringer,Omega [Chaos],1093,22,893,13
58,Phaey Yeon,Moogle [Chaos],1006,112,0,0
59,Imy Pure,Cerberus [Chaos],1006,24,0,0
60,A'dyalani Sato,Odin [Light],1001,160,193,16
61,Yhren Vhal,Odin [Light],998,204,86,22
62,Yamizura Kumozuma,Twintania [Light],984,14,98,2
