Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Maarato Cookie,Twintania [Light],4211,186,0,0
2,Saboree Catboy,Spriggan [Chaos],3971,393,0,17
3,Scarlet Rose,Spriggan [Chaos],3954,439,0,11
4,Crow Xo,Zodiark [Light],3891,182,6,3
5,Sice Seven,Moogle [Chaos],3788,236,0,9
6,Slayn Lockmeier,Ragnarok [Chaos],3768,290,0,6
7,Loty Coldwind,Twintania [Light],3602,281,0,0
8,Aura Sphere,Zodiark [Light],3584,88,0,0
9,Cliffe Zanza,Spriggan [Chaos],3542,303,0,0
10,Cat Wife,Zodiark [Light],3135,70,0,0
11,Lybel Alyborias,Louisoix [Chaos],3051,233,375,17
12,Miyu Moon,Moogle [Chaos],2990,80,0,0
13,Ange Melrose,Omega [Chaos],2561,271,0,0
14,Lucy Lumi,Louisoix [Chaos],2463,115,0,0
15,Auelin Fae,Zodiark [Light],2367,44,492,15
16,Akari Tsuki,Louisoix [Chaos],2358,115,0,0
17,Yun' Yun,Cerberus [Chaos],2254,243,610,15
18,Yamizura Kumozuma,Twintania [Light],2179,149,0,0
19,Ase Escadora,Alpha [Light],2152,293,0,0
20,Miyu Edelfelt,Phoenix [Light],2036,157,0,0
21,Tsukuyo Ritlas,Odin [Light],2011,62,0,0
22,Raiden Thorne,Zodiark [Light],1995,74,0,0
23,Xen Thique,Odin [Light],1957,165,0,0
24,Tarutella Goldfish,Phoenix [Light],1927,179,159,18
25,Lex'ander Wayfarer,Odin [Light],1894,334,0,10
26,Tei Tei,Odin [Light],1894,103,390,9
27,Shadow Aya,Zodiark [Light],1776,226,295,12
28,Blue Cat,Twintania [Light],1689,80,0,0
29,Milk Jds,Zodiark [Light],1675,181,0,0
30,Death Fury,Ragnarok [Chaos],1624,102,0,0
31,Mahou Mahou,Odin [Light],1619,59,0,8
32,Farnese Astrope,Odin [Light],1606,96,0,0
33,Sheidyn Windsor,Omega [Chaos],1598,374,0,0
34,Meryll Enetari,Cerberus [Chaos],1564,217,0,0
35,Xiex Xie,Zodiark [Light],1523,148,0,0
36,Shia Sun,Odin [Light],1511,56,0,0
37,Snap Ringer,Omega [Chaos],1510,34,0,0
38,Imy Pure,Cerberus [Chaos],1503,26,0,0
39,Serenity Winecow,Omega [Chaos],1401,167,704,12
40,Zot To,Cerberus [Chaos],1394,96,0,11
41,Enrei Esthule,Lich [Light],1387,65,0,0
42,Memento Mo'ri,Ragnarok [Chaos],1302,138,0,8
43,Vanilla Blossom,Moogle [Chaos],1301,126,0,0
44,Kimbi Aoe,Shiva [Light],1294,311,0,2
45,Gaspard Deguingoix,Moogle [Chaos],1202,131,0,0
